Function Id,category,description,ST8_group,data_layer,amazonian_mean_count,external_group_mean_count,log2_ratio_amazonia_vs_external,n_external_samples,detection_fraction_external
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.2,5.5,-2.437405312307298,4,1.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.2,0.0,0.2630344058337938,7,0.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Control: Burr Oak Reservoir BO4,Metagenomics,0.2,0.0,0.2630344058337938,2,0.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.2,1.5,-1.058893689053569,6,0.8333333333333334
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.2,19.0,-4.058893689053568,1,1.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.2,0.0,0.2630344058337938,1,0.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,0.2,5.363636363636363,-2.406816992473875,11,0.6363636363636364
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.2,0.0,0.2630344058337938,21,0.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.2,0.0,0.2630344058337938,4,0.0
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.2,0.4444444444444444,-0.2674803108649861,9,0.3333333333333333
K00216: entA,Siderophore synthesis,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28] (entA)",Other iron-rich / unassigned,Metagenomics,0.2,9.0,-3.058893689053569,1,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,27.35,437.75,-3.951978485137057,4,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,27.35,6.428571428571429,1.932192033971379,7,0.8571428571428571
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Control: Burr Oak Reservoir BO4,Metagenomics,27.35,12.5,1.070389327891398,2,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Ferruginous lake/sediment group: Lake Matano,Metagenomics,27.35,189.5,-2.748370357438455,6,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Ferruginous lake/sediment group: Lake Superior,Combined assembly,27.35,906.0,-4.999681910473656,1,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,27.35,18.0,0.5773493166112811,1,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,27.35,175.0,-2.634154788582431,11,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,27.35,6.333333333333333,1.950807712138726,21,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,27.35,1.75,3.365845211417569,4,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,27.35,93.88888888888889,-1.742890428123312,9,1.0
K00338: nuoI,Iron oxidation,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2] (nuoI),Other iron-rich / unassigned,Metagenomics,27.35,312.0,-3.464742016877752,1,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,19.1,330.25,-4.042653048046358,4,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,19.1,5.142857142857143,1.710213763647072,7,0.7142857142857143
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Control: Burr Oak Reservoir BO4,Metagenomics,19.1,10.5,0.8055616402345535,2,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Ferruginous lake/sediment group: Lake Matano,Metagenomics,19.1,175.5,-3.134400776979614,6,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Ferruginous lake/sediment group: Lake Superior,Combined assembly,19.1,814.0,-5.341532652826873,1,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,19.1,27.0,-0.4782313257660378,1,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,19.1,147.3636363636364,-2.883870127042632,11,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,19.1,6.142857142857143,1.492622328574446,21,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,19.1,0.75,3.521768674233962,4,0.75
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,19.1,90.55555555555556,-2.18745192944934,9,1.0
K00340: nuoK,Iron oxidation,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2] (nuoK),Other iron-rich / unassigned,Metagenomics,19.1,262.0,-3.709795393000736,1,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,9.75,263.5,-4.620859157411928,4,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,9.75,13.42857142857143,-0.4245918059920927,7,0.8571428571428571
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Control: Burr Oak Reservoir BO4,Metagenomics,9.75,6.5,0.5193741590935794,2,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Ferruginous lake/sediment group: Lake Matano,Metagenomics,9.75,59.5,-2.492598482572497,6,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Ferruginous lake/sediment group: Lake Superior,Combined assembly,9.75,169.0,-3.983126181435604,1,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,9.75,3.0,1.426264754702098,1,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,9.75,73.9090909090909,-2.800804153843823,11,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,9.75,7.761904761904762,0.2950202214238453,21,0.9523809523809523
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,9.75,9.5,0.03394733192333753,4,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,9.75,118.4444444444444,-3.473931188332412,9,1.0
K00404: ccoN,Iron oxidation,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9] (ccoN),Other iron-rich / unassigned,Metagenomics,9.75,36.0,-1.783188610926852,1,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,5.3,173.75,-4.793796816762883,4,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.3,8.428571428571429,-0.5816873686882954,7,0.7142857142857143
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Control: Burr Oak Reservoir BO4,Metagenomics,5.3,6.5,-0.2515387669959644,2,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Ferruginous lake/sediment group: Lake Matano,Metagenomics,5.3,40.16666666666666,-2.708052902250967,6,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Ferruginous lake/sediment group: Lake Superior,Combined assembly,5.3,269.0,-5.421463768438277,1,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.3,3.0,0.655351828612554,1,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.3,41.63636363636363,-2.758660665265525,11,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.3,3.714285714285714,0.4183126313117046,21,0.9523809523809523
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.3,3.75,0.4074243151689685,4,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,5.3,69.0,-3.473931188332412,9,1.0
K00405: ccoO,Iron oxidation,cytochrome c oxidase cbb3-type subunit II (ccoO),Other iron-rich / unassigned,Metagenomics,5.3,60.0,-3.275385508950332,1,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,5.0,273.0,-5.51306958223937,4,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.0,4.428571428571429,0.1443899093351746,7,0.5714285714285714
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Control: Burr Oak Reservoir BO4,Metagenomics,5.0,10.0,-0.8744691179161412,2,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Ferruginous lake/sediment group: Lake Matano,Metagenomics,5.0,49.16666666666666,-3.063694675317389,6,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Ferruginous lake/sediment group: Lake Superior,Combined assembly,5.0,221.0,-5.20945336562895,1,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.0,1.0,1.584962500721156,1,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.0,41.81818181818182,-2.83518913025433,11,0.5454545454545454
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.0,0.04761904761904762,2.517848304862619,21,0.04761904761904762
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.0,0.0,2.584962500721156,4,0.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,5.0,94.11111111111111,-3.986579484237679,9,1.0
K00406: ccoP,Iron oxidation,cytochrome c oxidase cbb3-type subunit III (ccoP),Other iron-rich / unassigned,Metagenomics,5.0,119.0,-4.321928094887363,1,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.25,42.5,-5.121015400961366,4,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.25,1.0,-0.6780719051126377,7,0.4285714285714285
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Control: Burr Oak Reservoir BO4,Metagenomics,0.25,4.5,-2.137503523749935,2,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.25,9.833333333333334,-3.115477217419936,6,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.25,7.0,-2.678071905112638,1,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.25,0.0,0.3219280948873623,1,0.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,0.25,15.36363636363636,-3.710493382805015,11,0.3636363636363636
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.25,0.0,0.3219280948873623,21,0.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.25,0.0,0.3219280948873623,4,0.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.25,19.22222222222222,-4.015941543869022,9,1.0
K00407: ccoQ,Iron oxidation,cytochrome c oxidase cbb3-type subunit IV (ccoQ),Other iron-rich / unassigned,Metagenomics,0.25,2.0,-1.263034405833794,1,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.8,60.0,-5.082740431007936,4,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.8,1.285714285714286,-0.3446481713874457,7,0.2857142857142857
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Control: Burr Oak Reservoir BO4,Metagenomics,0.8,1.5,-0.4739311883324124,2,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.8,10.16666666666667,-2.633129783181666,6,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.8,20.0,-3.54432051622381,1,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.8,3.0,-1.15200309344505,1,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,0.8,4.090909090909091,-1.499926396865357,11,0.4545454545454545
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.8,0.0,0.8479969065549501,21,0.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.8,0.0,0.8479969065549501,4,0.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.8,4.666666666666667,-1.654503433974233,9,1.0
K00410: fbcH,Iron oxidation,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit (fbcH),Other iron-rich / unassigned,Metagenomics,0.8,48.0,-4.766712937560258,1,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,1.35,171.5,-6.197791794875256,4,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,1.35,9.285714285714286,-2.129909322594433,7,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Control: Burr Oak Reservoir BO4,Metagenomics,1.35,6.5,-1.674229838818243,2,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.35,39.0,-4.089267338097088,6,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,1.35,257.0,-6.778566498632979,1,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,1.35,11.0,-2.352301743930881,1,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,1.35,46.90909090909091,-4.349566776209643,11,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,1.35,0.0,1.232660756790275,21,0.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,1.35,0.0,1.232660756790275,4,0.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,1.35,61.66666666666666,-4.736965594166206,9,1.0
K00411: petA,Iron oxidation,"ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] (UQCRFS1, RIP1, petA)",Other iron-rich / unassigned,Metagenomics,1.35,74.0,-4.996157933705606,1,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,11.2,364.0,-4.902943411091855,4,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,11.2,28.85714285714286,-1.291194967347755,7,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Control: Burr Oak Reservoir BO4,Metagenomics,11.2,7.0,0.6088092426755238,2,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,11.2,110.3333333333333,-3.189932549077372,6,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,11.2,571.0,-5.551062094102866,1,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,11.2,37.0,-1.639118270768062,1,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,11.2,122.8181818181818,-3.34327012669925,11,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,11.2,4.857142857142857,1.058612160115044,21,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,11.2,3.25,1.521346401425185,4,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,11.2,105.0,-3.119111211887676,9,1.0
K00412: petB,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome b subunit (CYTB, petB)",Other iron-rich / unassigned,Metagenomics,11.2,266.0,-4.45188668901203,1,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,1.25,133.0,-5.89616418901546,4,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,1.25,8.0,-2.0,7,0.5714285714285714
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Control: Burr Oak Reservoir BO4,Metagenomics,1.25,2.0,-0.4150374992788438,2,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.25,28.83333333333333,-3.728928275100788,6,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,1.25,83.0,-5.222392421336448,1,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,1.25,14.0,-2.736965594166206,1,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,1.25,40.18181818181818,-4.194010619966625,11,0.3636363636363636
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,1.25,0.0,1.169925001442312,21,0.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,1.25,0.0,1.169925001442312,4,0.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,1.25,50.11111111111111,-4.50564004805975,9,1.0
K00413: petC,Iron oxidation,"ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)",Other iron-rich / unassigned,Metagenomics,1.25,43.0,-4.289506617194985,1,1.0
K00415: QCR2,Iron oxidation,"ubiquinol-cytochrome c reductase core subunit 2 (QCR2, UQCRC2)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.15,0.0,0.2016338611696504,4,0.0
K00415: QCR2,Iron oxidation,"ubiquinol-cytochrome c reductase core subunit 2 (QCR2, UQCRC2)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.15,0.0,0.2016338611696504,7,0.0
K00415: QCR2,Iron oxidation,"ubiquinol-cytochrome c reductase core subunit 2 (QCR2, UQCRC2)",Control: Burr Oak Reservoir BO4,Metagenomics,0.15,0.0,0.2016338611696504,2,0.0
K00415: QCR2,Iron oxidation,"ubiquinol-cytochrome c reductase core subunit 2 (QCR2, UQCRC2)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.15,0.0,0.2016338611696504,6,0.0
