Function Id,category,description,ST8_group,data_layer,amazonian_mean_count,external_group_mean_count,log2_ratio_amazonia_vs_external,n_external_samples,detection_fraction_external
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,31.7,3.0,3.03121873061072,1,1.0
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,31.7,344.9090909090909,-3.40303038914289,11,1.0
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,31.7,3.190476190476191,2.964104534752183,21,0.9523809523809523
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,31.7,0.0,5.03121873061072,4,0.0
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,31.7,77.55555555555556,-1.264422672756366,9,1.0
K02015: fitD,Iron transport,iron complex transport system permease protein (ABC.FEV.P),Other iron-rich / unassigned,Metagenomics,31.7,187.0,-2.523370121066917,1,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,29.95,730.25,-4.562353405031227,4,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,29.95,2.142857142857143,3.299790807747209,7,0.5714285714285714
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Control: Burr Oak Reservoir BO4,Metagenomics,29.95,17.5,0.7424141386979525,2,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Ferruginous lake/sediment group: Lake Matano,Metagenomics,29.95,227.8333333333333,-2.886285905099042,6,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Ferruginous lake/sediment group: Lake Superior,Combined assembly,29.95,1151.0,-5.21805749711541,1,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,29.95,11.0,1.366905003605746,1,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,29.95,428.3636363636364,-3.794188697186366,11,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,29.95,3.904761904761905,2.657684399922444,21,0.9523809523809523
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,29.95,0.0,4.951867504326902,4,0.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,29.95,70.88888888888889,-1.215829396223293,9,1.0
K02016: fitE,Iron transport,iron complex transport system substrate-binding protein (ABC.FEV.S),Other iron-rich / unassigned,Metagenomics,29.95,451.0,-3.868311458088285,1,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,38.2,35.0,0.1228567477855337,4,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,38.2,2.857142857142857,3.345249169121981,7,0.7142857142857143
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Control: Burr Oak Reservoir BO4,Metagenomics,38.2,0.0,5.292781749227846,2,0.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,38.2,127.0,-1.707218250772154,6,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,38.2,134.0,-1.784033847822985,1,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,38.2,3.0,3.292781749227846,1,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,38.2,126.6363636363636,-1.703113852439417,11,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,38.2,8.238095238095237,2.085186329819479,21,0.9523809523809523
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,38.2,0.75,4.485426827170242,4,0.25
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,38.2,25.11111111111111,0.5861898041051586,9,1.0
K02118: atpB,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit B (ATPVB, ntpB, atpB)",Other iron-rich / unassigned,Metagenomics,38.2,76.0,-0.9740047914670553,1,1.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,4.65,5.5,-0.2021888506132668,4,1.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,4.65,0.1428571428571428,2.30560578958543,7,0.1428571428571428
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Control: Burr Oak Reservoir BO4,Metagenomics,4.65,0.0,2.498250867527826,2,0.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,4.65,24.33333333333333,-2.164714145194604,6,0.8333333333333334
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,4.65,30.0,-2.45594544285905,1,1.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,4.65,0.0,2.498250867527826,1,0.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,4.65,30.54545454545455,-2.481109366413138,11,1.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.65,1.476190476190476,1.190128572165494,21,0.6190476190476191
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,4.65,0.0,2.498250867527826,4,0.0
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,4.65,8.11111111111111,-0.6893761356479458,9,0.8888888888888888
K02121: atpE,Iron oxidation,"V/A-type H+/Na+-transporting ATPase subunit E (ATPVE, ntpE, atpE)",Other iron-rich / unassigned,Metagenomics,4.65,9.0,-0.8236772273595369,1,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.55,32.25,-4.423014220001677,4,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.55,0.4285714285714285,0.1176950426697546,7,0.1428571428571428
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Control: Burr Oak Reservoir BO4,Metagenomics,0.55,1.0,-0.3677317845004871,2,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.55,7.333333333333333,-2.426625473554056,6,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.55,10.0,-2.827163403137785,1,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.55,1.0,-0.3677317845004871,1,1.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,0.55,16.63636363636364,-3.508213008050317,11,0.3636363636363636
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.55,0.0,0.632268215499513,21,0.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.55,0.0,0.632268215499513,4,0.0
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.55,3.222222222222222,-1.44573429650176,9,0.7777777777777778
K02192: bfd,Iron storage - Iron oxidation,bacterioferritin-associated ferredoxin (bfd),Other iron-rich / unassigned,Metagenomics,0.55,2.0,-0.9526942852216431,1,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,4.3,182.75,-5.11560808004789,4,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,4.3,1.285714285714286,1.213347281733441,7,0.4285714285714285
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Control: Burr Oak Reservoir BO4,Metagenomics,4.3,6.5,-0.5008982359326817,2,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Ferruginous lake/sediment group: Lake Matano,Metagenomics,4.3,59.83333333333334,-3.520797793370387,6,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Ferruginous lake/sediment group: Lake Superior,Combined assembly,4.3,342.0,-6.016072406496976,1,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,4.3,2.0,0.8210298589546806,1,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,4.3,55.18181818181818,-3.40603904959124,11,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.3,1.142857142857143,1.306456686124922,21,0.3333333333333333
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,4.3,0.0,2.405992359675837,4,0.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,4.3,46.11111111111111,-3.15200309344505,9,1.0
K02193: ccmA,Heme transport,heme exporter protein A [EC:7.6.2.5] (ccmA),Other iron-rich / unassigned,Metagenomics,4.3,147.0,-4.803461005953113,1,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,7.65,283.25,-5.038316406142886,4,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,7.65,1.571428571428571,1.750130053364654,7,0.4285714285714285
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Control: Burr Oak Reservoir BO4,Metagenomics,7.65,7.5,0.02523729149902279,2,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Ferruginous lake/sediment group: Lake Matano,Metagenomics,7.65,70.83333333333333,-3.05388142561858,6,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Ferruginous lake/sediment group: Lake Superior,Combined assembly,7.65,448.0,-5.697871501991784,1,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,7.65,1.0,2.112700132749362,1,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,7.65,69.81818181818181,-3.033347766675009,11,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,7.65,0.0,3.112700132749362,21,0.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,7.65,0.0,3.112700132749362,4,0.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,7.65,52.11111111111111,-2.618241673789074,9,1.0
K02194: ccmB,Heme transport,heme exporter protein B (ccmB),Other iron-rich / unassigned,Metagenomics,7.65,182.0,-4.40299970553468,1,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,8.25,322.25,-5.127053194181305,4,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,8.25,3.0,1.20945336562895,7,0.5714285714285714
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Control: Burr Oak Reservoir BO4,Metagenomics,8.25,9.5,-0.1828640571498105,2,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Ferruginous lake/sediment group: Lake Matano,Metagenomics,8.25,80.5,-3.139274788602128,6,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Ferruginous lake/sediment group: Lake Superior,Combined assembly,8.25,482.0,-5.706426013206824,1,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,8.25,4.0,0.8875252707415875,1,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,8.25,90.45454545454545,-3.30552960553928,11,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,8.25,0.04761904761904762,3.142339169770413,21,0.04761904761904762
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,8.25,0.0,3.20945336562895,4,0.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,8.25,51.88888888888889,-2.515439396236681,9,1.0
K02195: ccmC,Heme transport,heme exporter protein C (ccmC),Other iron-rich / unassigned,Metagenomics,8.25,171.0,-4.216811389073148,1,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.4,46.0,-5.069162024507396,4,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.4,0.8571428571428571,-0.4076579689132465,7,0.4285714285714285
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Control: Burr Oak Reservoir BO4,Metagenomics,0.4,6.0,-2.321928094887363,2,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Ferruginous lake/sediment group: Lake Matano,Metagenomics,0.4,11.5,-3.158429362604483,6,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.4,42.0,-4.940837927531856,1,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.4,4.0,-1.836501267717121,1,1.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,0.4,11.90909090909091,-3.204888673697143,11,0.3636363636363636
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.4,0.0,0.4854268271702417,21,0.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.4,0.0,0.4854268271702417,4,0.0
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.4,13.11111111111111,-3.333332858159612,9,0.8888888888888888
K02196: ccmD,Heme transport,heme exporter protein D (ccmD),Other iron-rich / unassigned,Metagenomics,0.4,23.0,-4.099535673550915,1,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,5.3,210.25,-5.067455702556993,4,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.3,4.571428571428571,0.1773045318079099,7,0.7142857142857143
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Control: Burr Oak Reservoir BO4,Metagenomics,5.3,8.5,-0.5925756848310315,2,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Ferruginous lake/sediment group: Lake Matano,Metagenomics,5.3,68.83333333333333,-3.470492104365641,6,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Ferruginous lake/sediment group: Lake Superior,Combined assembly,5.3,338.0,-5.74978963452379,1,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.3,8.0,-0.5145731728297583,1,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.3,61.18181818181818,-3.303069067636046,11,1.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.3,0.04761904761904762,2.588237632754017,21,0.04761904761904762
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.3,0.0,2.655351828612554,4,0.0
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,5.3,45.66666666666666,-2.888968687611256,9,0.8888888888888888
K02197: ccmE,Iron reduction,cytochrome c-type biogenesis protein CcmE (ccmE),Other iron-rich / unassigned,Metagenomics,5.3,132.0,-4.399930606888636,1,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,24.35,822.5,-5.021710997610376,4,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,24.35,5.571428571428571,1.94770680811657,7,0.7142857142857143
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Control: Burr Oak Reservoir BO4,Metagenomics,24.35,8.5,1.415986328672393,2,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Ferruginous lake/sediment group: Lake Matano,Metagenomics,24.35,194.6666666666667,-2.948340350272918,6,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Ferruginous lake/sediment group: Lake Superior,Combined assembly,24.35,1123.0,-5.470512478104948,1,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,24.35,22.0,0.1403518860589652,1,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,24.35,167.0,-2.728403580662782,11,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,24.35,0.1428571428571428,4.471268764173582,21,0.09523809523809523
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,24.35,0.0,4.663913842115978,4,0.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,24.35,113.2222222222222,-2.171785705635588,9,1.0
K02198: ccmF,Iron reduction,cytochrome c-type biogenesis protein CcmF (ccmF),Other iron-rich / unassigned,Metagenomics,24.35,426.0,-4.074178417504512,1,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,4.05,388.25,-6.268269841214605,4,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,4.05,3.0,0.3362833878644323,7,0.4285714285714285
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Control: Burr Oak Reservoir BO4,Metagenomics,4.05,16.5,-1.792999629080534,2,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Ferruginous lake/sediment group: Lake Matano,Metagenomics,4.05,77.0,-3.949118830997816,6,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Ferruginous lake/sediment group: Lake Superior,Combined assembly,4.05,419.0,-6.37796212980169,1,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,4.05,7.0,-0.6637166121355677,1,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,4.05,73.45454545454545,-3.882004635139279,11,0.9090909090909091
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.05,0.0,2.336283387864432,21,0.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,4.05,0.0,2.336283387864432,4,0.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,4.05,71.66666666666667,-3.846938436191338,9,1.0
K02200: ccmH,Iron reduction,cytochrome c-type biogenesis protein CcmH (ccmH),Other iron-rich / unassigned,Metagenomics,4.05,210.0,-5.384815800842753,1,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,5.8,63.0,-3.234465253637023,4,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.8,0.4285714285714285,2.250961573533219,7,0.2857142857142857
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Control: Burr Oak Reservoir BO4,Metagenomics,5.8,0.5,2.180572245641821,2,0.5
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,5.8,81.16666666666667,-3.594946589293778,6,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,5.8,132.0,-4.289747689138212,1,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.8,2.0,1.180572245641821,1,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.8,23.45454545454545,-1.84649599755635,11,1.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.8,0.09523809523809523,2.634290213084724,21,0.04761904761904762
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.8,0.0,2.765534746362977,4,0.0
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,5.8,22.77777777777778,-1.806007238595858,9,0.8888888888888888
K02217: ftn,Iron storage,"ferritin [EC:1.16.3.2] (ftnA, ftn)",Other iron-rich / unassigned,Metagenomics,5.8,3.0,0.765534746362977,1,1.0
K02256: COX1,Iron oxidation,cytochrome c oxidase subunit 1 [EC:7.1.1.9] (COX1),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.25,9.0,-3.0,4,1.0
K02256: COX1,Iron oxidation,cytochrome c oxidase subunit 1 [EC:7.1.1.9] (COX1),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.25,26.57142857142857,-4.463174020323114,7,1.0
