rank,original_name,current_name,ncbi_taxid,status,matched_name_class,source
Family,Nannocystaceae,Nannocystaceae,224463,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nanoarchaeaceae,Nanoarchaeaceae,1890941,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nanopusillaceae,Nanopusillaceae,1890942,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Natranaerobiaceae,Natranaerobiaceae,485255,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Natranaerofabaceae,Natranaerofabaceae,2807496,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Natrialbaceae,Natrialbaceae,1644061,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Natronogracilivirgulaceae,Cyclonatronaceae,3024158,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Natronospirillaceae,Natronospirillaceae,2813859,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nautiliaceae,Nautiliaceae,224467,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Naviculaceae,Naviculaceae,67474,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nectriaceae,Nectriaceae,110618,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Neisseriaceae,Neisseriaceae,481,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Neocallimastigaceae,Neocallimastigaceae,29007,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Neolectaceae,Neolectaceae,29824,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Neomegalonemataceae,Neomegalonemataceae,2814874,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitratiruptoraceae,Nitratiruptoraceae,2795691,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitriliruptoraceae,Nitriliruptoraceae,596498,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitrosomonadaceae,Nitrosomonadaceae,206379,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitrosopumilaceae,Nitrosopumilaceae,338190,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitrososphaeraceae,Nitrososphaeraceae,1033997,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitrospinaceae,Nitrospinaceae,407032,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nitrospiraceae,Nitrospiraceae,189779,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nocardiaceae,Nocardiaceae,85025,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nocardioidaceae,Nocardioidaceae,85015,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nocardiopsaceae,Nocardiopsidaceae,83676,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Noelaerhabdaceae,Noelaerhabdaceae,418966,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nosematidae,Nosematidae,27974,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Nostocaceae,Nostocaceae,1162,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Notoacmeibacteraceae,Notoacmeibacteraceae,2024981,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oceanospirillaceae,Oceanospirillaceae,135620,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oculatellaceae,Oculatellaceae,2303507,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Odoribacteraceae,Odoribacteraceae,1853231,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oleiphilaceae,Oleiphilaceae,191033,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oligoflexaceae,Oligoflexaceae,1553902,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Olpidiaceae,Olpidiaceae,70187,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Omphalotaceae,Omphalotaceae,72117,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Onygenaceae,Onygenaceae,33184,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ophiocordycipitaceae,Ophiocordycipitaceae,474942,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ophiostomataceae,Ophiostomataceae,5152,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Opitutaceae,Opitutaceae,134623,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Orbaceae,Orbaceae,1240483,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Orbiliaceae,Orbiliaceae,47021,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ornithinimicrobiaceae,Ornithinimicrobiaceae,2805590,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oscillatoriaceae,Oscillatoriaceae,1892254,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oscillochloridaceae,Oscillochloridaceae,104174,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oscillospiraceae,Oscillospiraceae,216572,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ostreibacteriaceae,Ostreibacteriaceae,2856854,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ostreobiaceae,Ostreobiaceae,35434,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oxalobacteraceae,Oxalobacteraceae,75682,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Oxytrichidae,Oxytrichidae,57506,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Paenibacillaceae,Paenibacillaceae,186822,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Paludibacteraceae,Paludibacteraceae,2005523,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Parachlamydiaceae,Parachlamydiaceae,92713,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Paraglomeraceae,Paraglomeraceae,144536,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Parameciidae,Parameciidae,340080,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Parmeliaceae,Parmeliaceae,78060,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Parvibaculaceae,Parvibaculaceae,2813035,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Parvularculaceae,Parvularculaceae,255474,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pasteurellaceae,Pasteurellaceae,712,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pasteuriaceae,Pasteuriaceae,538998,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Patellariaceae,Patellariaceae,37883,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Patulibacteraceae,Patulibacteraceae,361606,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Paulinellidae,Paulinellidae,39715,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pavlovaceae,Pavlovaceae,418969,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Paxillaceae,Paxillaceae,5394,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pectobacteriaceae,Pectobacteriaceae,1903410,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pelagibacteraceae,Candidatus Pelagibacteraceae,1655514,updated,equivalent name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pelomyxidae,Pelomyxidae,168130,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Peptococcaceae,Peptococcaceae,186807,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Peptoniphilaceae,Peptoniphilaceae,1570339,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Peptostreptococcaceae,Peptostreptococcaceae,186804,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Periconiaceae,Periconiaceae,1898439,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Perkinsidae,Perkinsidae,27999,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Perlucidibacaceae,Perlucidibacaceae,2887331,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Peronosporaceae,Peronosporaceae,4777,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Persicobacteraceae,Persicobacteraceae,1853234,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Petrachlorosaceae,Petrachlorosaceae,2918833,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Petrotogaceae,Petrotogaceae,1643949,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pezizaceae,Pezizaceae,5186,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phacaceae,Phacaceae,1131319,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phaeodactylaceae,Neidiaceae,432548,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phaeosphaeriaceae,Phaeosphaeriaceae,5020,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phaeotrichaceae,Phaeotrichaceae,45152,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phaffomycetaceae,Phaffomycetaceae,115784,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phanerochaetaceae,Phanerochaetaceae,396331,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phaselicystidaceae,Phaselicystidaceae,651809,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phototrophicaceae,Phototrophicaceae,2922432,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phreatobacteraceae,Phreatobacteraceae,2843305,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phycisphaeraceae,Phycisphaeraceae,666507,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phycodnaviridae,Phycodnaviridae,10501,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phycomycetaceae,Phycomycetaceae,1344966,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Phyllobacteriaceae,Phyllobacteriaceae,69277,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Physaraceae,Physaraceae,1115744,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Physciaceae,Physciaceae,50934,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pichiaceae,Pichiaceae,1156497,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Picocystaceae,Picocystaceae,2682562,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Picrophilaceae,Picrophilaceae,46630,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Piedraiaceae,Piedraiaceae,147571,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Piptocephalidaceae,Piptocephalidaceae,78903,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pirellulaceae,Pirellulaceae,2691357,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Piscirickettsiaceae,Piscirickettsiaceae,135616,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pisolithaceae,Pisolithaceae,227329,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pithoviridae,Pithoviridae,2023203,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Planctomycetaceae,Planctomycetaceae,126,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Planococcaceae,Caryophanaceae,186818,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Plasmodiidae,Plasmodiidae,1639119,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Plasmodiophoridae,Plasmodiophoridae,37358,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Plectosphaerellaceae,Plectosphaerellaceae,1033978,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleioneaceae,Pleioneaceae,2823145,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleomassariaceae,Pleomassariaceae,85915,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleomorphomonadaceae,Pleomorphomonadaceae,2843308,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleosporaceae,Pleosporaceae,28556,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleuroascaceae,Pleuroascaceae,2656784,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pleurotaceae,Pleurotaceae,104366,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pneumocystidaceae,Pneumocystidaceae,,unmatched-kept-unchanged,,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Podoviridae,Podoviridae,,unmatched-kept-unchanged,,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Polyangiaceae,Polyangiaceae,49,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Polymastigidae,Polymastigidae,302780,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Polyporaceae,Polyporaceae,5317,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pontiellaceae,Pontiellaceae,2750653,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Porosporidae,Porosporidae,947094,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Porphyridiaceae,Porphyridiaceae,2799,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Porphyromonadaceae,Porphyromonadaceae,171551,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Porticoccaceae,Porticoccaceae,1706374,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Powellomycetaceae,Powellomycetaceae,1134080,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Prevotellaceae,Prevotellaceae,171552,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Prochlorococcaceae,Prochlorococcaceae,2881426,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Prochlorotrichaceae,Prochlorotrichaceae,2303730,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Prolixibacteraceae,Prolixibacteraceae,1471398,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Promicromonosporaceae,Promicromonosporaceae,85017,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Propionibacteriaceae,Propionibacteriaceae,31957,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Propylenellaceae,Propylenellaceae,2814901,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Proteinivoraceae,Proteinivoracaceae,1491775,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Protomycetaceae,Protomycetaceae,27330,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Psathyrellaceae,Psathyrellaceae,184208,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudanabaenaceae,Pseudanabaenaceae,1890436,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudeurotiaceae,Pseudeurotiaceae,34379,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudoalteromonadaceae,Pseudoalteromonadaceae,267888,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudobacteriovoracaceae,Pseudobacteriovoracaceae,1769745,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudocohnilembidae,Pseudocohnilembidae,35102,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudomonadaceae,Pseudomonadaceae,135621,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudonocardiaceae,Pseudonocardiaceae,2070,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudoperisporiaceae,Pseudoperisporiaceae,147574,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pseudoxanthobacteraceae,Segnochrobactraceae,2822331,updated,synonym,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Psittacicellaceae,Psittacicellaceae,2873895,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Psychromonadaceae,Psychromonadaceae,267894,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pucciniaceae,Pucciniaceae,5262,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Punctulariaceae,Punctulariaceae,908827,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Puniceicoccaceae,Puniceicoccaceae,415002,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pycnococcaceae,Pycnococcaceae,41878,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pyriculariaceae,Pyriculariaceae,2528436,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pyrinomonadaceae,Pyrinomonadaceae,2048906,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pyrodictiaceae,Pyrodictiaceae,2307,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pyronemataceae,Pyronemataceae,110846,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pyrsonymphidae,Pyrsonymphidae,97340,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Pythiaceae,Pythiaceae,4782,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Raineyaceae,Raineyaceae,2071613,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Ramalinaceae,Ramalinaceae,56478,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Raperosteliaceae,Raperosteliaceae,2058186,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Rarobacteraceae,Rarobacteraceae,145359,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Reichenbachiellaceae,Reichenbachiellaceae,2762302,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Reticulibacteraceae,Reticulibacteraceae,2866727,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Reticulomyxidae,Reticulomyxidae,188961,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Retroviridae,Retroviridae,11632,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Reyranellaceae,Reyranellaceae,2844375,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Rhabdaerophilaceae,Rhabdaerophilaceae,2717338,current,scientific name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
Family,Rhabdochlamydiaceae,Candidatus Rhabdochlamydiaceae,689704,updated,equivalent name,NCBI taxdump: https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdump.tar.gz
