KO,Metabolism,KO description,ST8_group,data_layer,mean_count,total_count,detection_fraction,n_samples
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Ferruginous lake/sediment group: Lake Matano,Metagenomics,32.16666666666666,193,0.8333333333333334,6
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Ferruginous lake/sediment group: Lake Superior,Combined assembly,8.0,8,1.0,1
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,19.09090909090909,210,0.6363636363636364,11
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,1.888888888888889,17,0.4444444444444444,9
K00125: fdhB,Methanogenesis (methanol; acetate; methylamine; dimethylamine; trimethylamine; CO2),formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (fdhB),Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,127.75,511,1.0,4
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,4.857142857142857,34,1.0,7
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,3.5,7,1.0,2
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,292.8333333333333,1757,0.8333333333333334,6
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,399.0,399,1.0,1
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,3.0,3,1.0,1
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,511.7272727272727,5629,1.0,11
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.619047619047619,97,1.0,21
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,6.5,26,1.0,4
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,49.0,441,1.0,9
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,105.0,105,1.0,1
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,114.75,459,1.0,4
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.0,35,0.8571428571428571,7
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,3.5,7,1.0,2
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,245.5,1473,0.8333333333333334,6
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,338.0,338,1.0,1
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,3.0,3,1.0,1
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,484.4545454545454,5329,1.0,11
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.809523809523809,101,1.0,21
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,4.75,19,1.0,4
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,41.77777777777778,376,0.8888888888888888,9
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,102.0,102,1.0,1
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,26.0,104,1.0,4
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,1.142857142857143,8,0.5714285714285714,7
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,1.5,3,1.0,2
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,89.0,534,0.8333333333333334,6
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,122.0,122,1.0,1
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,1.0,1,1.0,1
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,211.4545454545455,2326,0.8181818181818182,11
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,3.0,63,0.8571428571428571,21
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,3.5,14,1.0,4
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,17.77777777777778,160,0.8888888888888888,9
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,75.0,75,1.0,1
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,47.75,191,1.0,4
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,1.571428571428571,11,0.7142857142857143,7
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Control: Burr Oak Reservoir BO4,Metagenomics,3.0,6,1.0,2
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,190.8333333333333,1145,0.8333333333333334,6
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,195.0,195,1.0,1
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,2.0,2,1.0,1
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,379.1818181818182,4171,1.0,11
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.047619047619047,106,1.0,21
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.5,22,1.0,4
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,35.66666666666666,321,0.8888888888888888,9
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Other iron-rich / unassigned,Metagenomics,18.0,18,1.0,1
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,834.25,3337,1.0,4
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,13.28571428571429,93,0.8571428571428571,7
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Control: Burr Oak Reservoir BO4,Metagenomics,1.5,3,0.5,2
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Ferruginous lake/sediment group: Lake Matano,Metagenomics,260.1666666666667,1561,1.0,6
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Ferruginous lake/sediment group: Lake Superior,Combined assembly,1576.0,1576,1.0,1
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,182.7272727272727,2010,1.0,11
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.04761904761904762,1,0.04761904761904762,21
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,170.1111111111111,1531,1.0,9
K00184: dmsB,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase iron-sulfur subunit (dmsB),Other iron-rich / unassigned,Metagenomics,452.0,452,1.0,1
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,473.75,1895,1.0,4
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,7.142857142857143,50,0.5714285714285714,7
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Control: Burr Oak Reservoir BO4,Metagenomics,1.5,3,0.5,2
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Ferruginous lake/sediment group: Lake Matano,Metagenomics,242.6666666666667,1456,1.0,6
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Ferruginous lake/sediment group: Lake Superior,Combined assembly,1221.0,1221,1.0,1
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,126.2727272727273,1389,1.0,11
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,139.0,1251,1.0,9
K00185: dmsC,Anaerobic oxidative phosphorylation,dimethyl sulfoxide reductase membrane subunit (dmsC),Other iron-rich / unassigned,Metagenomics,281.0,281,1.0,1
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,29.0,174,0.8333333333333334,6
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,19.0,19,1.0,1
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,78.81818181818181,867,0.6363636363636364,11
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.8095238095238095,17,0.7619047619047619,21
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,6.222222222222222,56,0.8888888888888888,9
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,21.0,126,0.8333333333333334,6
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,1.0,1,1.0,1
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,455.9090909090909,5015,0.6363636363636364,11
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,6.0,54,0.6666666666666666,9
K00192: cdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] (cdhA)",Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K00193: cdhC,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] (cdhC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K00193: cdhC,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] (cdhC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
