KO,Metabolism,KO description,ST8_group,data_layer,mean_count,total_count,detection_fraction,n_samples
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Control: Burr Oak Reservoir BO4,Metagenomics,20.5,41,1.0,2
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,255.6666666666667,1534,1.0,6
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,4134.0,4134,1.0,1
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,41.0,41,1.0,1
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,408.0,4488,1.0,11
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,8.904761904761905,187,0.9047619047619048,21
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,1.0,4,0.25,4
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,53.66666666666666,483,0.8888888888888888,9
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Other iron-rich / unassigned,Metagenomics,3026.0,3026,1.0,1
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,654.5,2618,1.0,4
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,7.285714285714286,51,0.5714285714285714,7
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Control: Burr Oak Reservoir BO4,Metagenomics,1.0,2,0.5,2
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Matano,Metagenomics,391.6666666666667,2350,1.0,6
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Superior,Combined assembly,1159.0,1159,1.0,1
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,9.0,9,1.0,1
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,105.4545454545455,1160,1.0,11
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.1904761904761905,4,0.04761904761904762,21
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,129.5555555555555,1166,1.0,9
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Other iron-rich / unassigned,Metagenomics,280.0,280,1.0,1
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,4.75,19,1.0,4
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Control: Burr Oak Reservoir BO4,Metagenomics,2.0,4,1.0,2
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,21.5,129,1.0,6
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,10.0,10,1.0,1
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.0,5,1.0,1
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,68.9090909090909,758,1.0,11
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.5555555555555556,5,0.3333333333333333,9
K04040: chlG,Anoxygenic photosynthesis (Green Sulfur Bacteria),"chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133] (chlG, bchG)",Other iron-rich / unassigned,Metagenomics,2.0,2,1.0,1
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,358.25,1433,1.0,4
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,1.0,7,0.2857142857142857,7
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Control: Burr Oak Reservoir BO4,Metagenomics,3.0,6,1.0,2
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Ferruginous lake/sediment group: Lake Matano,Metagenomics,59.33333333333334,356,1.0,6
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Ferruginous lake/sediment group: Lake Superior,Combined assembly,164.0,164,1.0,1
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,0.0,0,0.0,1
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,19.81818181818182,218,1.0,11
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,53.22222222222222,479,0.8888888888888888,9
K04561: norB,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase subunit B [EC:1.7.2.5] (norB),Other iron-rich / unassigned,Metagenomics,150.0,150,1.0,1
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,112.75,451,1.0,4
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,3.714285714285714,26,0.5714285714285714,7
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Control: Burr Oak Reservoir BO4,Metagenomics,6.0,12,1.0,2
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Ferruginous lake/sediment group: Lake Matano,Metagenomics,31.66666666666667,190,1.0,6
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Ferruginous lake/sediment group: Lake Superior,Combined assembly,168.0,168,1.0,1
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,3.0,3,1.0,1
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,101.2727272727273,1114,1.0,11
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.1428571428571428,3,0.04761904761904762,21
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,61.0,549,1.0,9
K04748: norQ,Nitrogen: Denitrification (reduction pathway),nitric oxide reductase NorQ protein (norQ),Other iron-rich / unassigned,Metagenomics,41.0,41,1.0,1
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,48.0,192,1.0,4
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.1428571428571428,1,0.1428571428571428,7
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Control: Burr Oak Reservoir BO4,Metagenomics,3.0,6,1.0,2
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Ferruginous lake/sediment group: Lake Matano,Metagenomics,362.1666666666667,2173,0.8333333333333334,6
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Ferruginous lake/sediment group: Lake Superior,Combined assembly,640.0,640,1.0,1
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,2.0,2,1.0,1
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,233.0909090909091,2564,1.0,11
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,32.33333333333334,291,0.8888888888888888,9
K05299: fdhA,Carbon Fixation: reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) ,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Other iron-rich / unassigned,Metagenomics,41.0,41,1.0,1
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,23.25,93,1.0,4
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Control: Burr Oak Reservoir BO4,Metagenomics,1.0,2,0.5,2
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Ferruginous lake/sediment group: Lake Matano,Metagenomics,3.666666666666667,22,1.0,6
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Ferruginous lake/sediment group: Lake Superior,Combined assembly,50.0,50,1.0,1
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,2.0,2,1.0,1
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.727272727272728,63,0.4545454545454545,11
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.0,0,0.0,9
K05301: E1.8.2.1,Sulfur metabolism: Sulfite oxydation,sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1] (sorA),Other iron-rich / unassigned,Metagenomics,2.0,2,1.0,1
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.0,6,0.5,6
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.0,0,0.0,1
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.0,5,1.0,1
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,1.090909090909091,12,0.2727272727272727,11
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.0,0,0.0,9
K05376: cpeA,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin alpha chain (cpeA, mpeA)",Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.333333333333333,8,0.3333333333333333,6
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.0,0,0.0,1
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,9.0,9,1.0,1
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,1.545454545454545,17,0.2727272727272727,11
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.0,0,0.0,9
K05377: cpeB,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin beta chain (cpeB, mpeB)",Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.333333333333333,8,0.3333333333333333,6
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.0,0,0.0,1
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,3.0,3,1.0,1
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,3.181818181818182,35,0.3636363636363636,11
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.0,0,0.0,9
K05378: cpeC,Oxygenic photosynthesis (Plants and Cyanobacteria),"phycoerythrin-associated linker protein (cpeC, mpeC)",Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.166666666666667,7,0.3333333333333333,6
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.0,0,0.0,1
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,1.0,1,1.0,1
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Ferruginous lake/sediment group: Lake Towuti,Metagenomics,1.636363636363636,18,0.2727272727272727,11
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,0.0,0,0.0,21
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,0.0,0,0.0,4
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,0.0,0,0.0,9
K05382: cpeS,Oxygenic photosynthesis (Plants and Cyanobacteria),phycoerythrin-associated linker protein (cpeS),Other iron-rich / unassigned,Metagenomics,0.0,0,0.0,1
K05383: cpeT,Oxygenic photosynthesis (Plants and Cyanobacteria),CpeT protein (cpeT),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,0.0,0,0.0,4
K05383: cpeT,Oxygenic photosynthesis (Plants and Cyanobacteria),CpeT protein (cpeT),Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,0.0,0,0.0,7
K05383: cpeT,Oxygenic photosynthesis (Plants and Cyanobacteria),CpeT protein (cpeT),Control: Burr Oak Reservoir BO4,Metagenomics,0.0,0,0.0,2
K05383: cpeT,Oxygenic photosynthesis (Plants and Cyanobacteria),CpeT protein (cpeT),Ferruginous lake/sediment group: Lake Matano,Metagenomics,1.166666666666667,7,0.5,6
K05383: cpeT,Oxygenic photosynthesis (Plants and Cyanobacteria),CpeT protein (cpeT),Ferruginous lake/sediment group: Lake Superior,Combined assembly,0.0,0,0.0,1
