	Domain	Phylum	Class	Order	Family	Genus	Species
OTU00210	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	 Nocardioides ungokensis
OTU00211	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. RP5T
OTU00212	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea typhae
OTU00213	Bacteria	Acidobacteriota	 Acidobacteriia	Unclassified	Unclassified	Unclassified	 Acidobacteriia bacterium SbA2
OTU00214	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Spongiactinospora	 NA
OTU00215	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura sp. CNU-125
OTU00216	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Nocardia	 NA
OTU00217	Bacteria	Spirochaetota	 NA	Unclassified	Unclassified	Unclassified	 Spirochaetes bacterium
OTU00218	Bacteria	Candidatus Omnitrophica	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Omnitrophica bacterium ADurb.Bin314
OTU00219	Archaea	Nitrososphaerota	 NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	 Nitrosopumilus adriaticus
OTU00220	Archaea	Methanobacteriota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU00221	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 bacterium HR32
OTU00222	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura craniellae
OTU00223	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 Streptacidiphilus oryzae
OTU00224	Bacteria	Actinomycetota	 Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	 Acidimicrobiales bacterium
OTU00225	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Nocardioidaceae	Marmoricola	 Marmoricola endophyticus
OTU00226	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces coffeae
OTU00227	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea endophytica
OTU00228	Bacteria	Actinomycetota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU00229	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. TRM68416
OTU00230	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura sp. PM05-2
OTU00231	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	 Nocardiopsis sp. Huas11
OTU00232	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura rubteroloni
OTU00233	Bacteria	Candidatus Aerophobetes	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Aerophobetes bacterium
OTU00234	Bacteria	Actinomycetota	 Actinomycetia	Frankiales	Frankiaceae	Frankia	 Frankia inefficax
OTU00235	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Kitasatospora	 Kitasatospora azatica
OTU00236	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	 Actinophytocola algeriensis
OTU00237	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. WM6378
OTU00238	Bacteria	Pseudomonadota	 Gammaproteobacteria	Cellvibrionales	Halieaceae	Seongchinamella	 Seongchinamella unica
OTU00239	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium branderi
OTU00240	Bacteria	Gemmatimonadota	 NA	Unclassified	Unclassified	Unclassified	 Gemmatimonadetes bacterium 13_1_40CM_4_65_7
OTU00241	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas mangiferae
OTU00242	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Parcubacteria group bacterium ADurb.Bin216
OTU00243	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Unclassified	Unclassified	 Betaproteobacteria bacterium
OTU00244	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium shimoidei
OTU00245	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Murinocardiopsis	 Murinocardiopsis flavida
OTU00246	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	 Saccharopolyspora hirsuta
OTU00247	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	 Burkholderia sp. Bp8998
OTU00248	Archaea	Thermoplasmatota	 Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	 Candidatus Methanomassiliicoccus intestinalis
OTU00249	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Unclassified	Nordella	 Nordella sp. HKS 07
OTU00250	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Modestobacter	 Modestobacter marinus
OTU00251	Bacteria	Gemmatimonadota	 NA	Unclassified	Unclassified	Unclassified	 Gemmatimonadetes bacterium GWC2_71_9
OTU00252	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura hibisca
OTU00253	Bacteria	Nitrospirota	 Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	 Candidatus Nitrospira nitrosa
OTU00254	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 NA
OTU00255	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia sp. H11422
OTU00256	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. TLI_235
OTU00257	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 bacterium HR10
OTU00258	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia sp. 73-21
OTU00259	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Qaidamihabitans	 Qaidamihabitans albus
OTU00260	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 Streptacidiphilus sp. P02-A3a
OTU00261	Bacteria	Actinomycetota	 Actinomycetia	Catenulisporales	Catenulisporaceae	Catenulispora	 NA
OTU00262	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Unclassified	Unclassified	 Chromatiales bacterium USCg_Taylor
OTU00263	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium erythrophlei
OTU00264	Bacteria	Actinomycetota	 Actinomycetia	Actinomycetales	Unclassified	Unclassified	 Actinomycetales bacterium mxb001
OTU00265	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Dermatophilaceae	Austwickia	 Austwickia sp.
OTU00266	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Rhodococcus	 Rhodococcus corynebacterioides
OTU00267	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura sp. WMMB 499
OTU00268	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	 NA
OTU00269	Bacteria	Actinomycetota	 Actinomycetia	Kineosporiales	Kineosporiaceae	Kineosporia	 NA
OTU00270	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 Streptacidiphilus melanogenes
OTU00271	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Marisediminicola	 Marisediminicola antarctica
OTU00272	Bacteria	Actinomycetota	 Actinomycetia	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium	 NA
OTU00273	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Planomonospora	 NA
OTU00274	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Virgisporangium	 Virgisporangium aurantiacum
OTU00275	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	 Mycolicibacterium fluoranthenivorans
OTU00276	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Gandjariella	 Gandjariella thermophila
OTU00277	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. ISL-11
OTU00278	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Kribbellaceae	Kribbella	 Kribbella sp. VKM Ac-2568
OTU00279	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	 Saccharothrix variisporea
OTU00280	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Terrabacter	 Terrabacter sp. MAHUQ-38
OTU00281	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Knoellia	 Knoellia sp. DB2414S
OTU00282	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_46_8
OTU00283	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfobacterales	Unclassified	Unclassified	 Desulfobacterales bacterium GWB2_56_26
OTU00284	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Unclassified	Unclassified	 Rhodocyclales bacterium GWA2_65_19
OTU00285	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Alpinimonas	 Alpinimonas psychrophila
OTU00286	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	 NA
OTU00287	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium sp. M1
OTU00288	Bacteria	Pseudomonadota	 Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Robiginitomaculum	 Robiginitomaculum sp.
OTU00289	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	 Azohydromonas caseinilytica
OTU00290	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Unclassified	Unclassified	 Sphingomonadales bacterium
OTU00291	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermopolyspora	 Thermopolyspora flexuosa
OTU00292	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Nocardia	 Nocardia vinacea
OTU00293	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. NBRC 109706
OTU00294	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Unclassified	Allonocardiopsis	 Allonocardiopsis opalescens
OTU00295	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora inaquosa
OTU00296	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Intrasporangium	 Intrasporangium calvum
OTU00297	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces armeniacus
OTU00298	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Spiractinospora	 Spiractinospora alimapuensis
OTU00299	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 NA
OTU00300	Bacteria	Acidobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Acidobacteria bacterium 13_1_40CM_4_57_6
OTU00301	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora costi
OTU00302	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 NA
OTU00303	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces aquilus
OTU00304	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea muscovyensis
OTU00305	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacteroides	 Mycobacteroides chelonae
OTU00306	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea rhizosphaerae
OTU00307	Bacteria	Candidatus Sumerlaeota	 NA	Unclassified	Unclassified	Unclassified	 candidate division BRC1 bacterium ADurb.BinA292
OTU00308	Bacteria	Nitrospirota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU00309	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Roseateles	 Mitsuaria chitosanitabida
OTU00310	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura physcomitrii
OTU00311	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	 Duganella sp. Root336D2
OTU00312	Bacteria	Verrucomicrobiota	 Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Limisphaera	 Limisphaera ngatamarikiensis
OTU00313	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	 Streptosporangium album
OTU00314	Bacteria	Actinomycetota	 Actinomycetia	Acidothermales	Acidothermaceae	Acidothermus	 Acidothermus cellulolyticus
OTU00315	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura harenae
OTU00316	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermoactinospora	 Thermoactinospora rubra
OTU00317	Archaea	Nitrososphaerota	 NA	Unclassified	Unclassified	Nitrosotalea	 Candidatus Nitrosotalea devanaterra
OTU00318	Archaea	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 archaeon HR01
OTU00319	Bacteria	Chloroflexota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU00320	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora sp. AMSO12t
OTU00321	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Unclassified	Unclassified	 uncultured Corynebacteriales bacterium
OTU00322	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	 Achromobacter xylosoxidans
OTU00323	Bacteria	Planctomycetota	 Planctomycetia	Planctomycetales	Planctomycetaceae	Unclassified	 Planctomycetaceae bacterium
OTU00324	Bacteria	Pseudomonadota	 Alphaproteobacteria	Unclassified	Unclassified	Unclassified	 Alphaproteobacteria bacterium
OTU00325	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas	 Glaciimonas sp. PAMC28666
OTU00326	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Catellatospora	 NA
OTU00327	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis sp. GM8
OTU00328	Bacteria	Actinomycetota	 Actinomycetia	Kineosporiales	Kineosporiaceae	Kineococcus	 Kineococcus rubinsiae
OTU00329	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Longispora	 Longispora fulva
OTU00330	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	 Cellulomonas fimi
OTU00331	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	 NA
OTU00332	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	 Nocardioides mesophilus
OTU00333	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Catellatospora	 Catellatospora sp. NEAU-YM18
OTU00334	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Unclassified	Unclassified	 NA
OTU00335	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 NA
OTU00336	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	 NA
OTU00337	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces alni
OTU00338	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Plantactinospora	 NA
OTU00339	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	 Actinoplanes tereljensis
OTU00340	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 bacterium HR12
OTU00341	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea lactucae
OTU00342	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	 Kibdelosporangium persicum
OTU00343	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Dietziaceae	Dietzia	 NA
OTU00344	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	 Mycolicibacterium hippocampi
OTU00345	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Unclassified	 NA
OTU00346	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 Streptacidiphilus jeojiense
OTU00347	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	 Kibdelosporangium phytohabitans
OTU00348	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Modestobacter	 Modestobacter sp. DSM 44400
OTU00349	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Phycicoccus	 Phycicoccus sp. Soil748
OTU00350	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Unclassified	 NA
OTU00351	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium sp. ACS1612
OTU00352	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Labedella	 NA
OTU00353	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Streptomonospora	 Streptomonospora litoralis
OTU00354	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces zagrosensis
OTU00355	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora sp. RL09-050-HVF-A
OTU00356	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia sp. CNS-004
OTU00357	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces showdoensis
OTU00358	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Kribbellaceae	Kribbella	 Kribbella sp. VKM Ac-2541
OTU00359	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 uncultured bacterium
OTU00360	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptacidiphilus	 Streptacidiphilus bronchialis
OTU00361	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Tamaricihabitans	 Tamaricihabitans halophyticus
OTU00362	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia acaciae
OTU00363	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Kribbellaceae	Kribbella	 NA
OTU00364	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea terrae
OTU00365	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Haloactinospora	 Haloactinospora alba
OTU00366	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	 NA
OTU00367	Bacteria	Bacteroidota	 NA	Unclassified	Unclassified	Unclassified	 Bacteroidetes bacterium
OTU00368	Bacteria	Planctomycetota	 Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	 Gimesia panareensis
OTU00369	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Carbonactinosporaceae	Carbonactinospora	 Carbonactinospora thermoautotrophica
OTU00370	Archaea	Thermoplasmatota	 Thermoplasmata	Thermoplasmatales	Unclassified	Unclassified	 NA
OTU00371	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Agromyces	 Agromyces humi
OTU00372	Bacteria	Chloroflexota	 Anaerolineae	Unclassified	Unclassified	Unclassified	 Anaerolineae bacterium UTCFX1
OTU00373	Archaea	Methanobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Euryarchaeota archaeon RBG_16_68_12
OTU00374	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Sphaerimonospora	 Sphaerimonospora thailandensis
OTU00375	Bacteria	Actinomycetota	 Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	 NA
OTU00376	Bacteria	Planctomycetota	 Phycisphaerae	Phycisphaerales	Unclassified	Unclassified	 Phycisphaerales bacterium
OTU00377	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_60_8
OTU00378	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea pusilla
OTU00379	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura sp. KC216
OTU00380	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	 Cellulomonas sp. 14-74-6
OTU00381	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium	 Aeromicrobium marinum
OTU00382	Archaea	Microcaldota	 Candidatus Micrarchaeia	Candidatus Anstonellales	Candidatus Anstonellaceae	Candidatus Anstonella	 Candidatus Anstonella stagnisolia
OTU00383	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermobispora	 Thermobispora bispora
OTU00384	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	 Saccharopolyspora rectivirgula
