KO,category,description,ST8_group,data_layer,amazonian_mean_count,external_group_mean_count,log2_ratio_amazonia_vs_external,n_external_samples,detection_fraction_external
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,27.15,23.0,0.230100516471711,1,1.0
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,27.15,277.5454545454546,-3.306705946094793,11,1.0
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,27.15,5.047619047619047,2.218695753199462,21,0.9047619047619048
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,27.15,0.0,4.815063017192867,4,0.0
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,27.15,67.88888888888889,-1.291136386639058,9,1.0
K03519: coxM,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3] (coxM, cutM)",Other iron-rich / unassigned,Metagenomics,27.15,855.0,-4.926403969208279,1,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,56.05,3457.5,-5.921775759683079,4,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,56.05,28.28571428571428,0.9620298039534774,7,0.8571428571428571
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Control: Burr Oak Reservoir BO4,Metagenomics,56.05,20.5,1.407890226699221,2,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,56.05,255.6666666666667,-2.169597153459788,6,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,56.05,4134.0,-6.179516632657318,1,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,56.05,41.0,0.4418375586225589,1,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,56.05,408.0,-2.84180205154043,11,1.0
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,56.05,8.904761904761905,2.526032686038987,21,0.9047619047619048
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,56.05,1.0,4.834154981401319,4,0.25
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,56.05,53.66666666666666,0.06156547750439193,9,0.8888888888888888
K03520: coxL,Carbon Fixation: Aerobic CO-oxidation,"aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3] (coxL, cutL)",Other iron-rich / unassigned,Metagenomics,56.05,3026.0,-5.729517978426194,1,1.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,5.35,0.0,2.666756591884803,4,0.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,5.35,0.0,2.666756591884803,7,0.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,5.35,0.0,2.666756591884803,2,0.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,5.35,29.0,-2.240134003723715,6,0.8333333333333334
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,5.35,19.0,-1.655171503002559,1,1.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,5.35,0.0,2.666756591884803,1,0.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,5.35,78.81818181818181,-3.651888919013258,11,0.6363636363636364
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,5.35,0.8095238095238095,1.811146501219978,21,0.7619047619047619
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,5.35,0.0,2.666756591884803,4,0.0
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,5.35,6.222222222222222,-0.1856862197013388,9,0.8888888888888888
K00189: porG,Carbon Fixation: Arnon-Buchanan cycle,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1],Other iron-rich / unassigned,Metagenomics,5.35,0.0,2.666756591884803,1,0.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,62.15,654.5,-3.375741141321565,4,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,62.15,7.285714285714286,2.930084755830222,7,0.5714285714285714
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Control: Burr Oak Reservoir BO4,Metagenomics,62.15,1.0,4.98071082890019,2,0.5
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Matano,Metagenomics,62.15,391.6666666666667,-2.636450494209114,6,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Superior,Combined assembly,62.15,1159.0,-4.199198261114745,1,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,62.15,9.0,2.658782734012827,1,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,62.15,105.4545454545455,-0.7533829129637278,11,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,62.15,0.1904761904761905,5.729172061904226,21,0.04761904761904762
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,62.15,0.0,5.98071082890019,4,0.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,62.15,129.5555555555555,-1.04780921110986,9,1.0
K03737: nifJ,Carbon Fixation: Arnon-Buchanan cycle,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Other iron-rich / unassigned,Metagenomics,62.15,280.0,-2.153715491320736,1,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,86.25,127.75,-0.5613453958609284,4,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,86.25,4.857142857142857,3.896886143649173,7,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,86.25,3.5,4.27715822476734,2,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,86.25,292.8333333333333,-1.751771032389373,6,0.8333333333333334
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,86.25,399.0,-2.196772963565072,1,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,86.25,3.0,4.447083226209652,1,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,86.25,511.7272727272727,-2.554964602439207,11,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,86.25,4.619047619047619,3.956757599626571,21,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,86.25,6.5,3.540192630601134,4,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,86.25,49.0,0.8032270364349277,9,1.0
K00169: porA,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,86.25,105.0,-0.280837228353547,1,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,72.85,114.75,-0.6483423673828096,4,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,72.85,5.0,3.621563515156271,7,0.8571428571428571
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,72.85,3.5,4.036601014435115,2,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,72.85,245.5,-1.738917820500485,6,0.8333333333333334
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,72.85,338.0,-2.198615447258917,1,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,72.85,3.0,4.206526015877427,1,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,72.85,484.4545454545454,-2.716666392060192,11,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,72.85,4.809523809523809,3.668106101093301,21,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,72.85,4.75,3.682964059820414,4,1.0
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,72.85,41.77777777777778,0.7877363817374753,9,0.8888888888888888
K00170: porB,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,72.85,102.0,-0.4799745113057916,1,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,26.3,26.0,0.0159415438690215,4,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,26.3,1.142857142857143,3.671293372481576,7,0.5714285714285714
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Control: Burr Oak Reservoir BO4,Metagenomics,26.3,1.5,3.448900951145128,2,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Matano,Metagenomics,26.3,89.0,-1.721024050297185,6,0.8333333333333334
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Combined assembly,26.3,122.0,-2.17168545930675,1,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,26.3,1.0,3.77082904603249,1,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Ferruginous lake/sediment group: Lake Towuti,Metagenomics,26.3,211.4545454545455,-2.960181354113038,11,0.8181818181818182
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,26.3,3.0,2.77082904603249,21,0.8571428571428571
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,26.3,3.5,2.600904044590178,4,1.0
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,26.3,17.77777777777778,0.539874611192618,9,0.8888888888888888
K00171: porD,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],Other iron-rich / unassigned,Metagenomics,26.3,75.0,-1.477098467411095,1,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,34.05,47.75,-0.47598777462635,4,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,34.05,1.571428571428571,3.768772459738553,7,0.7142857142857143
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Control: Burr Oak Reservoir BO4,Metagenomics,34.05,3.0,3.131342539123261,2,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,34.05,190.8333333333333,-2.452367078287814,6,0.8333333333333334
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,34.05,195.0,-2.483367304991948,1,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,34.05,2.0,3.546380038402104,1,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,34.05,379.1818181818182,-3.439203188829021,11,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,34.05,5.047619047619047,2.534975275129855,21,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,34.05,5.5,2.430902820982169,4,1.0
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,34.05,35.66666666666666,-0.06505467368024256,9,0.8888888888888888
K00172: porC,Carbon Fixation: Arnon-Buchanan cycle; Dicarboxylate-hydroxybutyrate cycle; Incomplete rTCA cycle,"pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] (porC, porG)",Other iron-rich / unassigned,Metagenomics,34.05,18.0,0.8834150256796752,1,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,4.25,56.0,-3.440572591385981,4,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,4.25,3.142857142857143,0.3416913497087924,7,0.2857142857142857
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Control: Burr Oak Reservoir BO4,Metagenomics,4.25,4.5,-0.06711419585853691,2,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Ferruginous lake/sediment group: Lake Matano,Metagenomics,4.25,27.5,-2.440572591385981,6,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Ferruginous lake/sediment group: Lake Superior,Combined assembly,4.25,78.0,-3.911463325398343,1,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Ferruginous lake/sediment group: Lake Superior,Metatranscriptomics,4.25,10.0,-1.067114195858537,1,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Ferruginous lake/sediment group: Lake Towuti,Metagenomics,4.25,36.27272727272727,-2.827731058089389,11,0.5454545454545454
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,4.25,0.09523809523809523,2.261072889500507,21,0.04761904761904762
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metatranscriptomics,4.25,0.0,2.39231742277876,4,0.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,4.25,49.33333333333334,-3.261124815825163,9,1.0
K00855: prkB,Carbon Fixation: Calvin-Benson cycle,"phosphoribulokinase [EC:2.7.1.19] (PRK, prkB)",Other iron-rich / unassigned,Metagenomics,4.25,34.0,-2.736965594166206,1,1.0
K01601: rbcL,Carbon Fixation: Calvin-Benson cycle,"ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] (rbcL, cbbL)",Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,27.75,136.25,-2.255172288060824,4,1.0
