MAG_ID,lake_season_group,abundance,taxonomy_label,display_label
MAG.27,AM-D,0.0,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,AM-R,0.02493725,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,TI-D,0.04600025,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,TI-R,0.0915155,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,TIA-D,0.0515885,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,TIA-R,0.07278599999999999,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,VI-D,0.03976425,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.27,VI-R,0.060051,Planctomycetes bacterium UBA8742,MAG.27 — Planctomycetes bacterium UBA8742
MAG.28,AM-D,0.02892,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,AM-R,0.023636,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,TI-D,0.009656749999999999,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,TI-R,0.022440125,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,TIA-D,0.049296,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,TIA-R,0.1682125,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,VI-D,0.100653,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.28,VI-R,0.1747635,Candidatus Bathyarchaeota archaeon BA1,MAG.28 — Candidatus Bathyarchaeota archaeon BA1
MAG.29,AM-D,0.0,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,AM-R,0.048265,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,TI-D,0.0,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,TI-R,0.00470625,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,TIA-D,0.070696,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,TIA-R,0.100067,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,VI-D,0.0505415,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.29,VI-R,0.1596495,Candidatus Aminicenantes bacterium RBG-16-66-30,MAG.29 — Candidatus Aminicenantes bacterium RBG-16-66-30
MAG.30,AM-D,0.047918999999999996,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,AM-R,0.065869,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,TI-D,0.0056615,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,TI-R,0.006993,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,TIA-D,0.1892415,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,TIA-R,0.1241495,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,VI-D,0.1036105,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.30,VI-R,0.3208395,Anaerolineales bacterium,MAG.30 — Anaerolineales bacterium
MAG.31,AM-D,0.1445705,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,AM-R,0.01112225,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,TI-D,0.06520475,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,TI-R,0.1007455,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,TIA-D,0.034653500000000004,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,TIA-R,0.07152349999999999,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,VI-D,0.0205765,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.31,VI-R,0.09284825000000001,Thermoflexales bacterium RBG-16-68-12,MAG.31 — Thermoflexales bacterium RBG-16-68-12
MAG.32,AM-D,0.0,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,AM-R,0.04952375,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,TI-D,0.0244225,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,TI-R,0.029160625000000003,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,TIA-D,0.0,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,TIA-R,0.0138255,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,VI-D,0.095831,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.32,VI-R,0.217545,Candidatus Thorarchaeota archaeon,MAG.32 — Candidatus Thorarchaeota archaeon
MAG.33,AM-D,0.008131,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,AM-R,0.020711,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,TI-D,0.03970675,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,TI-R,0.028119875,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,TIA-D,0.0539805,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,TIA-R,0.07746449999999999,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,VI-D,0.0464805,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.33,VI-R,0.0944475,Thermoflexales bacterium Fen-1058,MAG.33 — Thermoflexales bacterium Fen-1058
MAG.34,AM-D,0.0,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,AM-R,0.0,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,TI-D,0.15560425,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,TI-R,0.0132945,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,TIA-D,0.004477,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,TIA-R,0.0032235,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,VI-D,0.0,Hydrococcus,MAG.34 — Hydrococcus
MAG.34,VI-R,0.0,Hydrococcus,MAG.34 — Hydrococcus
MAG.35,AM-D,0.287335,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,AM-R,0.08491075,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,TI-D,0.00629375,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,TI-R,0.009945,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,TIA-D,0.025051249999999997,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,TIA-R,0.044246749999999994,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,VI-D,0.06952225,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.35,VI-R,0.16140074999999998,Acidobacteria bacterium UBA7541,MAG.35 — Acidobacteria bacterium UBA7541
MAG.36,AM-D,0.0,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,AM-R,0.084427,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,TI-D,0.0,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,TI-R,0.003484,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,TIA-D,0.0,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,TIA-R,0.0,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,VI-D,0.139967,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.36,VI-R,0.2563575,Candidatus Bathyarchaeota archaeon FEN-987,MAG.36 — Candidatus Bathyarchaeota archaeon FEN-987
MAG.37,AM-D,0.29566600000000004,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,AM-R,0.508069,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,TI-D,0.04911125,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,TI-R,0.083397,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,TIA-D,0.35573600000000005,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,TIA-R,0.5292034999999999,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,VI-D,0.8479905,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.37,VI-R,1.108371,Euryarchaeota archaeon RBG-16-68-12,MAG.37 — Euryarchaeota archaeon RBG-16-68-12
MAG.38,AM-D,0.0606275,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,AM-R,0.0794605,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,TI-D,0.0488865,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,TI-R,0.11711525,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,TIA-D,0.194242,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,TIA-R,0.19880799999999998,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,VI-D,0.153525,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.38,VI-R,0.2968175,Candidatus Bathyarchaeota archaeon 40CM-2-53-6,MAG.38 — Candidatus Bathyarchaeota archaeon 40CM-2-53-6
MAG.39,AM-D,0.0339695,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,AM-R,0.08805025,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,TI-D,0.026852749999999998,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,TI-R,0.054157625,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,TIA-D,0.08107375,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,TIA-R,0.0895985,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,VI-D,0.04248225,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.39,VI-R,0.2049675,Candidatus Thorarchaeota archaeon,MAG.39 — Candidatus Thorarchaeota archaeon
MAG.40,AM-D,0.0221685,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,AM-R,0.07742925,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,TI-D,0.092544125,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,TI-R,0.07913375,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,TIA-D,0.08557300000000001,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,TIA-R,0.1110845,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,VI-D,0.016155,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.40,VI-R,0.036551,Desulfobacterales bacterium UBA1163,MAG.40 — Desulfobacterales bacterium UBA1163
MAG.41,AM-D,0.0822425,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,AM-R,0.0925145,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,TI-D,0.06845925,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,TI-R,0.065375,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,TIA-D,0.052864,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,TIA-R,0.052377,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,VI-D,0.0830635,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.41,VI-R,0.169272,Dehalococcoidia bacterium RBG-13-51-36,MAG.41 — Dehalococcoidia bacterium RBG-13-51-36
MAG.42,AM-D,0.178537,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,AM-R,0.0352435,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,TI-D,0.00080925,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,TI-R,0.0,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,TIA-D,0.1187275,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,TIA-R,0.126999,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,VI-D,0.14865,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.42,VI-R,0.16292225000000002,Dehalococcoidia bacterium BG-13-53-26,MAG.42 — Dehalococcoidia bacterium BG-13-53-26
MAG.43,AM-D,0.0911765,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,AM-R,0.115693,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,TI-D,0.012958374999999975,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,TI-R,0.01927775,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,TIA-D,0.047605,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,TIA-R,0.0904535,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,VI-D,0.07551125,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.43,VI-R,0.11276800000000001,Acidobacteria bacterium UBA7541,MAG.43 — Acidobacteria bacterium UBA7541
MAG.44,AM-D,0.0,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,AM-R,0.0,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,TI-D,0.06015062499999975,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,TI-R,0.05528225,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,TIA-D,0.037805,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,TIA-R,0.0207305,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,VI-D,0.0,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.44,VI-R,0.0,Anaerolineae bacterium UBA4142,MAG.44 — Anaerolineae bacterium UBA4142
MAG.45,AM-D,0.003279,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,AM-R,0.0148505,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,TI-D,0.11619,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,TI-R,0.1136355,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,TIA-D,0.054582000000000006,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,TIA-R,0.072003,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,VI-D,0.0055415,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.45,VI-R,0.041131999999999995,Candidatus Aminicenantes bacterium UBA8522,MAG.45 — Candidatus Aminicenantes bacterium UBA8522
MAG.46,AM-D,0.016372,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,AM-R,0.05602,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,TI-D,0.07562875,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,TI-R,0.046227250000000004,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,TIA-D,0.0434115,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,TIA-R,0.0694635,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,VI-D,0.0936155,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.46,VI-R,0.230883,Candidatus Bathyarchaeota archaeon B26-1,MAG.46 — Candidatus Bathyarchaeota archaeon B26-1
MAG.47,AM-D,0.06748649999999999,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,AM-R,0.045546,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,TI-D,0.0,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,TI-R,0.0,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,TIA-D,0.02369,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,TIA-R,0.028540499999999996,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,VI-D,0.108773,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.47,VI-R,0.30727699999999997,Candidatus Lokiarchaeota archaeon,MAG.47 — Candidatus Lokiarchaeota archaeon
MAG.48,AM-D,0.005298,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,AM-R,0.00927275,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,TI-D,0.027438999999999998,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,TI-R,0.070102875,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,TIA-D,0.079794,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,TIA-R,0.087823,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,VI-D,0.08574425,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.48,VI-R,0.105155,Candidatus Thorarchaeota archaeon,MAG.48 — Candidatus Thorarchaeota archaeon
MAG.50,AM-D,0.1183395,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,AM-R,0.0,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,TI-D,0.0159965,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,TI-R,0.02534325,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,TIA-D,0.002949,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,TIA-R,0.013125,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,VI-D,0.018254,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
MAG.50,VI-R,0.082173,Acidobacteria bacterium,MAG.50 — Acidobacteria bacterium
