__taxon__,AM.P1.D,AM.P1.R,AM.P2.D,AM.P2.R,TIA.P1.D,TIA.P1.R,TIA.P2.D,TIA.P2.R,TI.P1.D,TI.P1.R,TI.P2.D,TI.P2.R,TI.P3.D,TI.P3.R,TI.P4.D,TI.P4.R,VI.P1.D,VI.P1.R,VI.P2.D,VI.P2.R
Unclassified,54.654199925694925,48.10461229216282,47.67131033773711,39.325740769757296,45.91074526003389,39.114398461202875,43.156484668335416,42.282804303710215,39.98228823061048,40.608290037544094,47.23647481058089,39.55935828877005,38.091022056539295,45.576305157000604,37.438616372564894,38.81025437988717,36.66460778258184,51.57580283793875,45.090793918918926,46.79114376084073
Deltaproteobacteria,7.38885198653502,17.42445760230724,22.659743998355008,30.768025466150966,26.76138243580617,29.544508120327585,25.667826971214012,27.614197649040857,23.45915730976097,32.3903067996511,26.234215073773758,33.274010695187165,33.758154706430574,28.317373461012313,32.68172251902218,33.18403774456433,45.546633724521314,25.9646502364949,29.425323761261268,25.223956739108257
Dehalococcoidia,0.25218693356450467,1.7945188519157802,9.849380558268647,4.53986920558474,7.440568695669611,7.388605762557257,7.129028473091363,8.073285599418002,0.9432735899644138,5.8098524782889,7.0184766715406095,4.2327272727272724,2.691053122087605,5.568988006235485,0.8135016998542983,2.0967369428222646,2.1371216800494133,3.1350095427765337,7.045326576576579,6.350372410978472
Alphaproteobacteria,8.86763563491438,7.292417720873663,1.1129388783221097,5.5377332816533205,1.8428466867862476,2.7940272462273685,2.4073060075093866,2.0561320212888154,8.755138850522414,2.392961431984528,1.2043067925029909,2.0877005347593585,2.698042870456664,1.468202207870709,4.4041066321299445,3.2110924147942868,1.5071031500926502,2.6105717367853294,1.4815596846846848,1.5059687786960514
Betaproteobacteria,6.474111435101269,4.141813600180617,0.8533388166349662,2.0658260417783425,2.0343503413978765,4.410160820163,3.1514001877346676,2.9980472489183287,7.1740790692383944,2.047859228639691,0.8959191811777216,3.582459893048128,4.218701460080771,1.1500652180829065,5.444255571744644,4.414530337523508,1.1859172328597902,1.9201725997842507,1.0363879504504507,1.4039383736353435
Anaerolineae,1.7146459813336636,1.7530060375654557,3.708939495193543,2.0542805070139125,2.7722911256604874,2.2249102698843917,3.4672246558197743,2.7587395183213994,2.655140475455387,2.578785695324055,3.9346005582879173,2.3931550802139037,3.2463497980739366,3.6140362039894383,2.8917759430144083,2.7764030485994264,1.6924027177269918,2.351672060409925,2.7343750000000004,4.0546882971125395
Gammaproteobacteria,3.396642761446923,4.402543206100199,1.526756798437259,2.432809111076291,1.5460661539849805,2.345872414682028,1.9976142052565704,1.837883370984416,3.93152532458036,1.780499829345064,1.313305862023129,2.807272727272727,2.7228953091022063,1.5143320713899404,2.9760941125681293,2.880332574482827,1.1365040148239656,1.5816114845241063,1.3531109234234235,1.3447607387001328
Actinomycetia,4.685723292390485,2.667744543249798,1.0820953066365084,3.1799701465458234,0.9063837893660326,1.0708124293561245,1.0041849186483103,1.064440785695141,1.7346159470921823,0.9613561378891883,1.0554300146218265,0.9933689839572192,1.1921404162783473,0.9862246683421881,1.7039015703415896,1.2842719984163122,1.0994441012970972,0.9808314662683596,1.3214386261261264,2.022242628303234
Clostridia,0.4745392522207086,1.1980452562505917,2.0279648383282787,1.4522633371543554,1.4538235559521542,1.4931884431577067,1.392365456821026,1.307577439981621,0.764530963097772,1.4543592855246692,1.9194470291107273,1.6171122994652405,1.1323392357875117,1.7799764578627557,0.8135016998542983,1.115180309479033,1.4576899320568253,1.2795618620861342,1.5097128378378382,1.636567697173758
Acidobacteriia,4.574828591693593,4.12943258537438,0.9381586387703696,1.0176564213790316,0.6467008231649238,0.7614666164310218,0.7959167709637047,0.7619558142206225,1.107391820087421,1.0694375971785053,0.736408347733617,0.4594652406417112,0.5234544889717304,0.7237616517672509,0.8418326048243484,0.8735029199247748,0.9017912291537987,1.4753962326777863,1.150760135135135,0.8570554025099479
Bacilli,0.5533476689596163,0.5979301856423926,1.47021025034699,0.7562325270701556,0.9144048848471481,0.815007237898828,0.9621401752190235,0.8978826051996782,0.6889715799223282,0.9063673252683078,1.108600292436528,0.85048128342246,0.7168375271823548,1.2630038494575764,0.5915762775889051,0.728331518690818,1.0376775787523165,0.9410007468259898,0.9255349099099099,0.9284766860524436
Nitrospira,0.717719509586481,0.9387722403082145,0.45494268236261753,0.6547967573540933,0.6226375367215777,0.7257728687858175,0.5260481852315394,0.658574874602749,1.3113209080125443,0.718646895976336,0.571580486508042,1.3920855614973262,1.435228331780056,0.6664969936054466,1.84757973126113,1.6480253390082154,0.7411982705373689,0.5576300721931791,0.5278716216216217,0.4815835118865422
Planctomycetia,0.6163944023507425,0.5768096309729293,0.593738754947823,0.7620052944523705,0.7860673571493026,0.7733645323127565,1.0657853566958697,0.8844813722862502,1.1017045546871191,0.8551708445523155,0.6699455004652399,0.7597860962566845,1.0655483069276173,0.6855852129927146,1.0361016674761212,0.7712230690553962,0.4570722668313775,0.5908223383951541,0.6686373873873875,0.7917559432710948
Phycisphaerae,0.15029890906634544,0.3372005797228109,1.2774379273119827,0.5665558845116652,0.765011981511375,0.7019770370223481,0.8047168335419275,0.7121798062564612,0.5240408833135632,0.9329136486025258,0.8161637644556692,0.6853475935828878,0.5801491146318732,1.2391435752234912,0.3743726728185203,0.5427430796133162,0.37059913526868443,0.617376151356734,0.9677646396396398,0.9243954698500152
Spirochaetia,0.13510014298098463,0.1966396469225895,0.2596000616871434,0.4675941579594092,0.3860152200286754,0.5413551726189295,0.47618116395494364,0.5149902362445916,0.2754261386717798,0.3925063521559408,0.3668749169214409,0.30887700534759355,0.27415346380863626,0.47084274488594785,0.24958178187901356,0.29859117753802505,0.24706609017912298,0.4032860343539956,0.3765484234234235,0.5734108764411795
Bacteroidia,0.11539803879625772,0.1755190922531262,0.2955842286536781,0.36533370718874475,0.5354081233644485,0.3351246306688611,0.4536921151439298,0.31397174254317106,0.4151703742220634,0.42094884144260314,0.268509902964243,0.3602139037433155,0.3525939732836285,0.3117742499920466,0.31568722680913064,0.3117885776502029,0.19765287214329835,0.19749398390175088,0.24106137387387394,0.3305785123966942
Ignavibacteria,0.24205442284093084,0.21776020159205287,0.18763172775407394,0.2399821868892206,0.46221562709927105,0.3232267147871265,0.5094258448060074,0.402036987402841,0.44685656716660427,0.38492168834616414,0.19673002791439584,0.38930481283422463,0.4504504504504505,0.2195145229535838,0.48769629269872106,0.3480814279586922,0.11117974058060534,0.15932287776947973,0.1583614864864865,0.2407917559432711
Thermoflexia,0.5522218344347748,0.24834859111334454,0.1722099419112733,0.3438919997690893,0.19852211315760449,0.18838366812746632,0.4673811013767208,0.2967415859401922,0.26730147381420516,0.21995525048352235,0.25787584740130265,0.21732620320855617,0.4069586828207519,0.2688257563706932,0.4593653877286709,0.37695074070408136,0.12353304508956149,0.19417475728155342,0.25337837837837845,0.3856749311294766
