__taxon__,AM.P1.D,AM.P1.R,AM.P2.D,AM.P2.R,TIA.P1.D,TIA.P1.R,TIA.P2.D,TIA.P2.R,TI.P1.D,TI.P1.R,TI.P2.D,TI.P2.R,TI.P3.D,TI.P3.R,TI.P4.D,TI.P4.R,VI.P1.D,VI.P1.R,VI.P2.D,VI.P2.R
Mycobacteriaceae,0.4458304718372494,0.24834859111334448,0.17478023955174005,1.9553187804616563,0.07720304400573509,0.1606218644034187,0.10071182728410513,0.12252555806562773,0.5459774784290148,0.15738177405286513,0.11963312508307855,0.14631016042780748,0.2601739670705188,0.14316164540451118,0.5227726512330688,0.25569962717344685,0.13588634959851756,0.10787486515641857,0.4486908783783784,1.0345883073155804
Bacillaceae,0.1671864269389685,0.17624738724172836,0.5500436950598878,0.25894985114506963,0.29878580667154614,0.2954649110630788,0.2933354192740926,0.34268867021480254,0.20717895386815297,0.28821722477151207,0.46523993087863885,0.29262032085561496,0.24153463808636225,0.38017370279642415,0.19966542550321084,0.20208518921772411,0.39530574428659654,0.2721765828561945,0.3519144144144144,0.3489439853076218
Syntrophorhabdaceae,0.0478479673057654,0.14565899772043664,0.2004832159564077,0.31255411969420827,0.34490710568795935,0.3609034484126198,0.29137984981226533,0.3733200597312095,0.33473619213207456,0.3280367097728394,0.2525588196198325,0.30716577540106954,0.3238583410997204,0.26087233162599816,0.29275268469051857,0.28786828994688046,0.5311920938851142,0.28213426271678704,0.30088682432432434,0.27344148556269776
Comamonadaceae,0.5606655933710863,0.31826491001915413,0.0745386315735362,0.205345582595931,0.18949838074134975,0.3886652521366674,0.29529098873591986,0.229735421373052,0.7255325717814141,0.227539914293299,0.08773095839425761,0.36363636363636365,0.4123951537744641,0.14952438520026726,0.5268199233716474,0.40252070342142604,0.17294626312538597,0.15102481121898598,0.13900619369369369,0.14488317518620553
Clostridiaceae,0.07768258221406617,0.5272855717479809,0.33156839562021284,0.441204364212141,0.21255903024955636,0.299430883023657,0.20924593241551942,0.229735421373052,0.1104954420630149,0.276840229056847,0.2818024724179184,0.5048128342245989,0.15299782541161852,0.3260904145324977,0.11332361988020073,0.2944669900029694,0.2717726991970351,0.19417475728155342,0.23050394144144143,0.31221303948576684
Planctomycetaceae,0.19082895196064084,0.2170319066034506,0.26988125224901044,0.2696707048548974,0.29276998506070967,0.2954649110630788,0.36960262828535667,0.31971512807749736,0.29411286784420143,0.28632105881906794,0.24724179183836237,0.26438502673796793,0.31298539919229573,0.2513282219323641,0.25767632615617075,0.25157543963839124,0.18529956763434213,0.24064392996431838,0.25865709459459457,0.29792878277726764
Syntrophobacteraceae,0.07149049232743772,0.15512683257226503,0.23389708528247566,0.24328091110762912,0.23662231669290235,0.28951595312221146,0.2767130788485607,0.23930773059692914,0.29492533432995893,0.27494406310440295,0.23660773627542203,0.30374331550802136,0.28657968313140725,0.2561002767791811,0.2070854244239382,0.22600547692104653,0.34589252625077194,0.2555804497552071,0.30440596846846846,0.22650749923477206
Paenibacillaceae,0.19870979363453162,0.1791605671961371,0.35727137202488046,0.21029366892354384,0.24664868604429652,0.25580519145729635,0.30311326658322907,0.25653788719990805,0.21936595115451488,0.28821722477151207,0.28711950019938853,0.24213903743315507,0.2360981671326499,0.2704164413196322,0.19291997193891314,0.2144577518228909,0.22235948116121057,0.23234586341382457,0.23930180180180177,0.28568513416998276
Solibacteraceae,0.9147405514337502,0.46756538268260167,0.2544594664062098,0.1261762013541263,0.11530324754103291,0.18640068214717725,0.17404568210262827,0.16464371865068725,0.2421150127557238,0.25219007167507307,0.21002259736807122,0.07957219251336899,0.09785647716682198,0.13679890560875513,0.1335599805730937,0.16661717641624602,0.17294626312538597,0.23732470334412087,0.22874436936936937,0.20202020202020207
Spirochaetaceae,0.06867590601533387,0.11142913325613403,0.15935845370893947,0.323274973404036,0.20153002396302275,0.28753296714192234,0.25226846057571967,0.32354405176704826,0.1429941014933134,0.2237475823884107,0.23394922238468696,0.17711229946524065,0.15144454799627213,0.31654630483886365,0.132885435216664,0.17156620145831272,0.16059295861642986,0.2937515558874783,0.25689752252252257,0.40199979593918994
Hyphomicrobiaceae,0.3202999223174178,0.30005753530409957,0.02827327404513442,0.45522394214037715,0.10527687818963874,0.24787324753613996,0.21315707133917394,0.1263544817551786,0.6743471831786939,0.324244377867951,0.05848730559617174,0.1386096256684492,0.2205653929791861,0.06521808290649954,0.40742539528357874,0.22435580190702434,0.06176652254478071,0.06472491909385113,0.06158502252252252,0.087746148352209
Streptomycetaceae,0.5719239386195017,0.36997385420990914,0.15164756078753916,0.16823493513883506,0.14839026640063369,0.1427749905808166,0.15937891113892366,0.1435846383581575,0.18767975820997385,0.11756228905153782,0.17280340289778012,0.1257754010695187,0.15299782541161852,0.14157096045557216,0.18549997301818572,0.17239103896532382,0.19765287214329827,0.14770558459878852,0.11613175675675676,0.17753290480563214
Myxococcaceae,0.18182227576190851,0.28621993052065803,0.03855446460700148,0.1517413140467924,0.11530324754103291,0.23597533165440523,0.12808979974968712,0.18761726078799246,0.3704847175054029,0.14221244643331188,0.04519473614249634,0.2378609625668449,0.2912395153774464,0.07794356249801165,0.41551993956073596,0.3150879276782474,0.09882643607164913,0.10953447846651729,0.06686373873873874,0.08366493214978066
Verrucomicrobia subdivision 3,0.11877554237078233,0.16677955238989997,0.13879607258520535,0.11792939080810497,0.24464341217401764,0.2062305419500684,0.2767130788485607,0.22207757399395023,0.3404234575323768,0.18772042929197166,0.14887677788116443,0.1386096256684492,0.20736253494874185,0.2067890433620717,0.20775996978036798,0.19218713913359067,0.04941321803582457,0.09957679860592485,0.12141047297297297,0.18161412100806046
Others,16.33135561735136,14.109987109178698,9.474117102760497,11.134018918183392,9.897029186761184,11.709532213607254,11.623904881101378,10.92966267182295,20.405908256284427,10.669725814403277,9.299481589791306,11.383957219251336,12.177694936315627,9.793847230617503,13.986697965571201,12.176251278498137,7.9555281037677545,9.076425192930047,8.935106981981981,9.558208346087136
