__taxon__,AM.P1.D,AM.P1.R,AM.P2.D,AM.P2.R,TIA.P1.D,TIA.P1.R,TIA.P2.D,TIA.P2.R,TI.P1.D,TI.P1.R,TI.P2.D,TI.P2.R,TI.P3.D,TI.P3.R,TI.P4.D,TI.P4.R,VI.P1.D,VI.P1.R,VI.P2.D,VI.P2.R
Candidatus Bathyarchaeota archaeon CG_4_8_14_3_um_filter_42_8,0.05697415445175325,1.402840929117761,1.6403785488958993,1.2746198901399048,1.2602414159734818,1.689355420698704,1.4645740850781224,1.9101038429470172,0.6460387623257395,2.4862727871732924,2.3279977534400444,2.2202272777035756,1.3196536862580572,1.9559712676347474,0.7772680937818552,1.4156079854809438,1.3814274750575597,2.302549449330042,1.957908163265306,1.6950784936916117
Euryarchaeota archaeon RBG_19FT_COMBO_69_17,4.008908685968819,2.2064784463008,0.047318611987381694,1.177505993748293,1.3603102132716243,0.24602263408233555,0.377503582788633,0.4775259607367543,0.20401224073444407,0.10542499450911487,0.6458859870822802,0.49484355499113225,1.121324230519852,1.1911529119942121,3.3129459734964324,2.8156598392533057,4.182655410590944,1.0236635503648017,1.1989795918367347,1.2713088702687085
Candidatus Bathyarchaeota archaeon BA1,0.046615217278707204,1.7341651686581367,3.0415352260778126,1.678249522017541,0.7473888298205016,0.6396588486140724,0.8458876577300852,0.6291215038277875,0.27201632097925876,1.0542499450911487,2.3645043527099125,1.633421646121171,0.9191807467866815,1.7802697535011112,0.573394495412844,1.0163339382940109,1.432591455615247,1.683912669570283,1.8877551020408163,1.7480496966194743
Candidatus Thorarchaeota archaeon,0.14502512042264465,1.0397941560043706,0.9253417455310198,1.335316075384662,1.8262555506911002,0.7872724290634738,2.317452549896886,1.1976047904191618,1.2014054176583928,1.155282231495717,0.9407469811850602,0.9787392437213986,1.4722148060566764,1.4986305617280762,1.2232415902140672,2.2556390977443606,0.48605781529803027,0.5603795045357451,1.128826530612245,2.229606086872773
Euryarchaeota archaeon RBG_16_67_27,2.734759413684156,1.4275140107856614,0.018401682439537326,0.7678067433461807,0.8161861279629746,0.07380679022470066,0.26565066936977877,0.24255286894565298,0.14734217386376516,0.08785416209092906,0.40718899185622004,0.29997153554772177,0.6140585071894428,0.726060668699292,1.9750254841997963,1.8148820326678767,2.7628549501151194,0.7323771742447361,0.8099489795918368,0.8379081190407398
Thaumarchaeota archaeon,6.381105298596363,1.7517887984209228,0.6572029442691902,0.3368638281084034,0.4471824379260742,0.3198294243070362,0.3914851969659898,0.30319108618206625,0.37402244134648077,0.4260926861410059,0.5560235888795282,0.45762080970418867,0.29749418360730767,0.39791225259676505,0.2930682976554536,0.3992740471869328,0.26861089792785886,0.6352817155380475,0.45280612244897955,0.39487624000770505
Thermoprotei archaeon,0.21235821204744393,0.7155193683691093,1.3328075709779177,0.8588510212133168,0.7161173306648321,0.4920452681646711,0.7969520081093364,0.5078450693549609,0.3513544145982092,0.5842301779046782,0.9435551811288961,0.7991942370432003,0.5759182272397879,0.8965944912407627,0.4714576962283384,0.622245268343272,0.5500127909951396,0.7989569173578938,0.8482142857142857,0.9871906000192623
Euryarchaeota archaeon RBG_16_68_13,1.8853265654943803,1.0574177857671567,0.021030494216614085,0.576613759825195,0.5785227343798861,0.12301131704116777,0.12583452759621097,0.1743348745546881,0.10200612036722204,0.05710520535910389,0.29205279415894403,0.2342843379825272,0.5873603112246844,0.6459614490207224,1.3634046890927625,1.394866476536168,2.2384241493988233,0.4965739173856355,0.628188775510204,0.5634209765963595
Candidatus Lokiarchaeota archaeon,0.09840990314393744,0.5745303302668218,0.5021030494216613,1.5174046311189342,1.0382137719682283,0.5576513039199605,1.366702785836625,0.6518608352914425,0.521364615210246,0.3865583132000879,0.3622577927548441,0.6196492303650019,0.8810404668370266,0.6537129864089711,0.8664627930682977,0.8918848846253565,0.25581990278843697,0.31902793575054794,0.40816326530612246,0.6260233073292883
Methanoregulaceae archaeon,0.010358937173046047,0.05287088928835783,0.08675078864353311,0.17601893720979636,0.5847770342110201,1.7631622109234044,0.5662553741829496,0.8868339270825438,4.1369148815595596,0.3162749835273446,0.08705419825891603,0.32405684132162643,0.6407567031542012,0.14211151878455894,0.5861365953109072,0.2644542390458906,0.12790995139421849,0.10541792659583324,0.15306122448979592,0.22151593951651743
Methanoregula sp. PtaU1.Bin051,0.0,0.1480384900074019,0.08675078864353311,0.3429334466328791,0.847457627118644,1.426931277677546,0.5977140060820021,0.750397938300614,2.2101326079564774,0.4963760158137492,0.14883459702330804,0.40726062490420617,0.8390861588924063,0.258384579608289,0.7900101936799184,0.466683951257454,0.15349194167306218,0.17754598163508756,0.2774234693877551,0.390060676105172
Candidatus Verstraetearchaeota archaeon,0.08805096597089138,0.23615663882133164,0.5126182965299684,0.3398986373706413,1.2008255675777098,0.6888633754305394,0.8458876577300852,0.6139619495186842,0.72537685594469,0.4744124752910169,0.30890199382196004,0.7510236254953909,1.0412296426255767,0.3539868740633559,0.2675840978593272,0.2488981073373088,0.2302379125095933,0.2940605320831137,0.31887755102040816,0.4285851873254359
Candidatus Aenigmarchaeota archaeon,0.11912777749002953,0.23263191286877444,0.3286014721345951,0.47039543564686964,0.7129901807492651,0.7872724290634738,0.7410255513999092,1.258243007655575,0.521364615210246,0.36459477267735557,0.22746419545071603,0.4138293446607256,0.5415919752850986,0.47284378068316885,0.95565749235474,0.5029815919108115,0.0511639805576874,0.2663189724526313,0.4177295918367347,0.365982856592507
Methanosarcinales archaeon,2.299684052416222,0.29255225406224666,0.23396424815983172,0.4794998634335832,0.2845706423165927,0.29522716089880263,0.2901184941801532,0.265292200409308,0.2833503343533945,0.21084998901822974,0.29205279415894403,0.2758862297738171,0.28223807162744574,0.29714226654953235,0.5606523955147809,0.3577910292973814,1.0488616014325916,0.6380558715010959,0.45280612244897955,0.2744871424443802
Others,21.38602579375356,17.20066264847908,14.532071503680335,20.566902370186035,21.883795109137534,24.676070198458255,21.79384109895488,22.38308193739104,34.48940269749519,21.757083241818584,14.130862117382753,19.047097720654246,25.00095350699874,16.31440235646736,25.11467889908257,18.926626912107853,13.353798925556411,14.994312980275753,16.348852040816325,18.69883463353559
