	Domain	Phylum	Class	Order	Family	Genus	Species
OTU24140	Archaea	 Euryarchaeota	 Halobacteria	 Haloferacales	 Halorubraceae	 Halorubrum	 Halorubrum aethiopicum
OTU24141	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia brasiliensis
OTU24142	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Lutibacter	 Lutibacter sp. A80
OTU24143	Bacteria	 Candidatus Woesebacteria	 NA	 NA	 NA	 NA	 Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_21
OTU24144	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Buttiauxella	 NA
OTU24145	Bacteria	 Gemmatimonadetes	 NA	 NA	 NA	 NA	 Gemmatimonadetes bacterium 13_1_40CM_3_66_12
OTU24146	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio rumoiensis
OTU24147	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Celeribacter	 Celeribacter neptunius
OTU24148	Eukaryota	 Basidiomycota	 Agaricomycetes	 Agaricales	 Cortinariaceae	 Cortinarius	 Cortinarius glaucopus
OTU24149	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. 5K110
OTU24150	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. Root264
OTU24151	Bacteria	 Actinobacteria	 Actinomycetia	 Jiangellales	 Jiangellaceae	 NA	 NA
OTU24152	Eukaryota	 Ascomycota	 Dothideomycetes	 Pleosporales	 Pleosporaceae	 Bipolaris	 Bipolaris maydis
OTU24153	Eukaryota	 Ascomycota	 Dothideomycetes	 Botryosphaeriales	 Botryosphaeriaceae	 Diplodia	 Diplodia corticola
OTU24154	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Pantoea	 Pantoea rwandensis
OTU24155	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Avibacterium	 Avibacterium paragallinarum
OTU24156	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Marinobacteraceae	 Marinobacter	 Marinobacter litoralis
OTU24157	Bacteria	 Firmicutes	 NA	 NA	 NA	 NA	 Firmicutes bacterium CAG:534
OTU24158	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus sp. CAG:324
OTU24159	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas	 Luteimonas sp. XNQY3
OTU24160	Eukaryota	 Evosea	 NA	 Mastigamoebida	 Entamoebidae	 Entamoeba	 Entamoeba invadens
OTU24161	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Photobacterium	 Photobacterium sp. SKA34
OTU24162	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured marine bacterium 105
OTU24163	Eukaryota	 Ascomycota	 Sordariomycetes	 Xylariales	 Sporocadaceae	 Pestalotiopsis	 Pestalotiopsis sp. NC0098
OTU24164	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Orientia	 Orientia chuto
OTU24165	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides ilei
OTU24166	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium alkalisoli
OTU24167	Eukaryota	 Zoopagomycota	 Harpellomycetes	 Harpellales	 Legeriomycetaceae	 Smittium	 Smittium megazygosporum
OTU24168	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio sinensis
OTU24169	Bacteria	 Actinobacteria	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 Slackia	 Slackia faecicanis
OTU24170	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. P3
OTU24171	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Sinomicrobium	 Sinomicrobium oceani
OTU24172	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Pectobacteriaceae	 Pectobacterium	 Pectobacterium betavasculorum
OTU24173	Viruses	 Nucleocytoviricota	 Megaviricetes	 Algavirales	 Phycodnaviridae	 Prasinovirus	 Micromonas pusilla virus PL1
OTU24174	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agromyces	 Agromyces sp. SYSU K20354
OTU24175	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Micrococcaceae	 Arthrobacter	 Arthrobacter sp. H20
OTU24176	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Poseidonocella	 Poseidonocella sedimentorum
OTU24177	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium sp. CIR3A
OTU24178	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. ISL-10
OTU24179	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium alvei
OTU24180	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	 Janthinobacterium sp. UMAB-56
OTU24181	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. B2-4-16
OTU24182	Bacteria	 Cyanobacteria	 NA	 Nostocales	 Nostocaceae	 Nostoc	 Nostoc sp. FACHB-145
OTU24183	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. RHCKR47
OTU24184	Bacteria	 Atribacterota	 NA	 NA	 NA	 NA	 uncultured Atribacterota bacterium
OTU24185	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Arachnia	 NA
OTU24186	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 NA	 Pseudorhodoplanes	 NA
OTU24187	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	 Pseudoalteromonas sp. T1lg23B
OTU24188	Bacteria	 Candidatus Berkelbacteria	 NA	 NA	 NA	 NA	 Candidatus Berkelbacteria bacterium CG2_30_39_44
OTU24189	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Lysinibacillus	 Lysinibacillus sp. YS11
OTU24190	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	 Shewanella mangrovi
OTU24191	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. GP01-A5
OTU24192	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Mangrovibacter	 Mangrovibacter sp. MFB070
OTU24193	Bacteria	 Candidatus Jorgensenbacteria	 NA	 NA	 NA	 NA	 Candidatus Jorgensenbacteria bacterium GW2011_GWB1_50_10
OTU24194	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Cyclobacterium	 Cyclobacterium roseum
OTU24195	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Alteriqipengyuania	 Alteriqipengyuania lutimaris
OTU24196	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Radiobacillus	 Radiobacillus deserti
OTU24197	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 NA	 NA	 uncultured Rhodospirillales bacterium HF4000_24M03
OTU24198	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sp. KB82
OTU24199	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Scandinavium	 Scandinavium goeteborgense
OTU24200	Viruses	 NA	 NA	 NA	 NA	 NA	 uncultured cyanophage
OTU24201	Bacteria	 Candidatus Magasanikbacteria	 NA	 NA	 NA	 NA	 Candidatus Magasanikbacteria bacterium GW2011_GWA2_45_39
OTU24202	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseivivax	 Roseivivax sp. GX 12232
OTU24203	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseovarius	 Roseovarius azorensis
OTU24204	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Diaphorobacter	 Diaphorobacter sp. LR2014-1
OTU24205	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Erwinia	 Erwinia piriflorinigrans
OTU24206	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Suhomyces	 Suhomyces tanzawaensis
OTU24207	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Algoriphagus	 Algoriphagus oliviformis
OTU24208	Bacteria	 Cyanobacteria	 NA	 Chroococcales	 Geminocystaceae	 Cyanobacterium	 Cyanobacterium sp. IPPAS B-1200
OTU24209	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas	 Stenotrophomonas sp. ATCM1_4
OTU24210	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 NA	 NA	 Flavobacteriales bacterium 34_180_T64
OTU24211	Eukaryota	 Cercozoa	 Chlorarachniophyceae	 NA	 NA	 Bigelowiella	 Bigelowiella natans
OTU24212	Archaea	 NA	 NA	 NA	 NA	 NA	 uncultured archaeon MedDCM-OCT-S08-C82
OTU24213	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium sp. 275MFSha3.1
OTU24214	Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Neisseriaceae	 Aquella	 Aquella oligotrophica
OTU24215	Bacteria	 Actinobacteria	 Actinomycetia	 Actinomycetales	 Actinomycetaceae	 Gleimia	 Gleimia hominis
OTU24216	Bacteria	 Actinobacteria	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 Adlercreutzia	 Adlercreutzia equolifaciens
OTU24217	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella sp. HJM029
OTU24218	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Sutterellaceae	 Mesosutterella	 Mesosutterella sp. AGMB02718
OTU24219	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Kiloniellaceae	 Kiloniella	 Kiloniella litopenaei
OTU24220	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides gordonii
OTU24221	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Pontibacter	 Pontibacter sp. KCTC 32443
OTU24222	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Devosiaceae	 Devosia	 Devosia sp. MC532
OTU24223	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Crocinitomicaceae	 Brumimicrobium	 Brumimicrobium sp. C305
OTU24224	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. BV286
OTU24225	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomonadales	 Hyphomonadaceae	 Hyphomonas	 Hyphomonas beringensis
OTU24226	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Limnohabitans	 Limnohabitans sp. Rim8
OTU24227	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Thioalkalibacteraceae	 Guyparkeria	 Guyparkeria halophila
OTU24228	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 Dysgonomonas	 Dysgonomonas sp. GY617
OTU24229	Bacteria	 Cyanobacteria	 NA	 Nostocales	 Nostocaceae	 Anabaena	 Anabaena sp. FACHB-1250
OTU24230	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. MU1611
OTU24231	Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Chromobacteriaceae	 Chitiniphilus	 NA
OTU24232	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Microbulbiferaceae	 Microbulbifer	 Microbulbifer variabilis
OTU24233	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Spirabiliibacterium	 Spirabiliibacterium mucosae
OTU24234	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Massilioclostridium	 Massilioclostridium coli
OTU24235	Bacteria	 Actinobacteria	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 NA	 Eggerthellaceae bacterium zg-1050
OTU24236	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	 Helicobacter sp. MIT 14-3879
OTU24237	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter lapidiphilus
OTU24238	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus tequilensis
OTU24239	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Sulfurospirillaceae	 Sulfurospirillum	 Sulfurospirillum sp. UCH001
OTU24240	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium RIFCSPHIGHO2_12_38_15
OTU24241	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Undibacterium	 Undibacterium sp. FT79W
OTU24242	Bacteria	 Actinobacteria	 Actinomycetia	 Frankiales	 Frankiaceae	 Frankia	 Frankia sp. CcI49
OTU24243	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Curtobacterium	 Curtobacterium sp. MCLR17_031
OTU24244	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium tistrianum
OTU24245	Bacteria	 Actinobacteria	 Coriobacteriia	 Eggerthellales	 Eggerthellaceae	 Cryptobacterium	 Cryptobacterium sp. CAG:338
OTU24246	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharothrix	 Saccharothrix sp. S26
OTU24247	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured bacterium fosmid pJB190D12_contig I
OTU24248	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium sp. LMG 8443
OTU24249	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Proteinivoraceae	 NA	 NA
OTU24250	Bacteria	 Spirochaetes	 Spirochaetia	 Leptospirales	 Leptospiraceae	 Leptospira	 Leptospira sp. GIMC2001:Bairam-Ali
OTU24251	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Reichenbachiellaceae	 NA	 NA
OTU24252	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 NA	 Flavobacteriaceae bacterium GSB9
OTU24253	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella histicola
OTU24254	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. S07_1.15
OTU24255	Bacteria	 Candidatus Ryanbacteria	 NA	 NA	 NA	 NA	 Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_48_27
OTU24256	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella sp. MGM1
OTU24257	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseobacter	 Roseobacter sp. OBYS 0001
OTU24258	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas	 Pseudoxanthomonas broegbernensis
OTU24259	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Mitsuaria	 Mitsuaria chitinivorans
OTU24260	Archaea	 Euryarchaeota	 Halobacteria	 Haloferacales	 Haloferacaceae	 Haloprofundus	 Haloprofundus sp. SQT7-1
OTU24261	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 NA	 NA	 Rhodobacterales bacterium 17-64-5
OTU24262	Eukaryota	 Mucoromycota	 Glomeromycetes	 Diversisporales	 Diversisporaceae	 Diversispora	 Diversispora epigaea
OTU24263	Archaea	 Euryarchaeota	 Candidatus Methanoliparia	 Candidatus Methanoliparales	 Candidatus Methanoliparaceae	 Candidatus Methanoliparum	 Candidatus Methanoliparum sp. LAM-1
OTU24264	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas xantholysinigenes
OTU24265	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura sp. 7K534
OTU24266	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. MPR-R1B
OTU24267	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 Variovorax sp. YR750
OTU24268	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Nosocomiicoccus	 NA
OTU24269	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 Legionella steigerwaltii
OTU24270	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus	 Cupriavidus sp. IK-TO18
OTU24271	Viruses	 Nucleocytoviricota	 Megaviricetes	 Imitervirales	 Mimiviridae	 NA	 Gaeavirus sp.
OTU24272	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Blautia	 Blautia glucerasea
OTU24273	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella oulorum
OTU24274	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Spirosomaceae	 Larkinella	 Larkinella sp. MA1
OTU24275	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter oleivorans
OTU24276	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Carnobacteriaceae	 Alkalibacterium	 Alkalibacterium olivapovliticus
OTU24277	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. NKBG042902
OTU24278	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Aliishimia	 Aliishimia ponticola
OTU24279	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Paenisporosarcina	 Paenisporosarcina sp. OV554
OTU24280	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Ruegeria	 Ruegeria sp. HKCCA5426
OTU24281	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Cronobacter	 NA
OTU24282	Bacteria	 Proteobacteria	 Oligoflexia	 Oligoflexales	 NA	 NA	 NA
OTU24283	Bacteria	 Candidatus Moranbacteria	 NA	 NA	 NA	 NA	 Candidatus Moranbacteria bacterium RIFCSPHIGHO2_12_FULL_40_10
OTU24284	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Limnobacter	 Limnobacter alexandrii
OTU24285	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Amylibacter	 NA
OTU24286	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia antibiotica
OTU24287	Eukaryota	 Chlorophyta	 Chlorophyceae	 Sphaeropleales	 Scenedesmaceae	 Coelastrella	 Coelastrella saipanensis
OTU24288	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Nocardiopsis	 Nocardiopsis sp. B62
OTU24289	Bacteria	 NA	 NA	 NA	 NA	 NA	 Parcubacteria group bacterium GW2011_GWC2_40_31
OTU24290	Bacteria	 Bacteroidetes	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Lacibacter	 Lacibacter sp. S13-6-6
OTU24291	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Salegentibacter	 Salegentibacter flavus
OTU24292	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. L74
OTU24293	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces toyocaensis
OTU24294	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Aequorivita	 Aequorivita viscosa
OTU24295	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Algoriphagus	 Algoriphagus hitonicola
OTU24296	Bacteria	 Candidatus Adlerbacteria	 NA	 NA	 NA	 NA	 Candidatus Adlerbacteria bacterium GW2011_GWB1_54_7
OTU24297	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 Achromatium	 Achromatium sp. WMS1
OTU24298	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus sp. SG-1
OTU24299	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Peptostreptococcaceae	 Peptacetobacter	 Peptacetobacter hiranonis
OTU24300	Bacteria	 Cyanobacteria	 NA	 Pseudanabaenales	 Pseudanabaenaceae	 Limnothrix	 Limnothrix sp. FACHB-881
OTU24301	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio mediterranei
OTU24302	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 Novosphingobium sp. MD-1
OTU24303	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured bacterium W5-15b
OTU24304	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium	 Chryseobacterium sp. C-17
OTU24305	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. HSS6-12
OTU24306	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. ANC 3862
OTU24307	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Asticcacaulis	 Asticcacaulis endophyticus
OTU24308	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	 Amycolatopsis kentuckyensis
OTU24309	Bacteria	 Candidatus Buchananbacteria	 NA	 NA	 NA	 NA	 Candidatus Buchananbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_33_19
OTU24310	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Mameliella	 Mameliella sp. CS4
OTU24311	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR13
OTU24312	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 Halomonas sp. ISL-56
OTU24313	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium 53_120_T64
OTU24314	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	 Paracoccus endophyticus
OTU24315	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter nanyangensis
OTU24316	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio ouci
OTU24317	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	 Caulobacter sp. RHG1
OTU24318	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter profundi
OTU24319	Bacteria	 Cyanobacteria	 NA	 Oscillatoriales	 Cyanothecaceae	 Cyanothece	 Cyanothece sp. PCC 7425
OTU24320	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Cryomorphaceae	 NA	 Cryomorphaceae bacterium BACL22 MAG-120619-bin32
OTU24321	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Photorhabdus	 Photorhabdus khanii
OTU24322	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	 Rhodococcus koreensis
OTU24323	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	 Xanthomonas codiaei
OTU24324	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium TMED277
OTU24325	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Niveibacterium	 Niveibacterium microcysteis
OTU24326	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 NA	 NA	 Rhodobacterales bacterium HKCCA1288
OTU24327	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces olindensis
OTU24328	Bacteria	 Bacteroidetes	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga sp. R8
OTU24329	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. MN1F
