display_group,taxon,count_or_abundance,relative_abundance_percent,taxonomy_level,layer_filter,top_n,colour_hex,script,input_table
Other iron-rich / unassigned,Archaea:Thermoproteota,25519,2.020324372938626,Phylum,Metagenomics,20,#ADB820,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Acidobacteriota,310182,24.556928353260275,Phylum,Metagenomics,20,#C371E7,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Actinomycetota,100399,7.948530378097305,Phylum,Metagenomics,20,#EAAD36,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Bacillota,23668,1.873781780583542,Phylum,Metagenomics,20,#3AF345,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Bacillota_A,8433,0.6676357003405868,Phylum,Metagenomics,20,#D251BD,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Bacillota_B,11640,0.9215320232378076,Phylum,Metagenomics,20,#609F27,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Bacteroidota,21235,1.6811625870665672,Phylum,Metagenomics,20,#BF5CD9,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Chloroflexota,82288,6.514693052250233,Phylum,Metagenomics,20,#215EAD,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Cyanobacteriota,31672,2.507453800686241,Phylum,Metagenomics,20,#CE7012,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Desulfobacterota,34785,2.753908198309891,Phylum,Metagenomics,20,#0F12A1,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Gemmatimonadota,10449,0.8272412466333204,Phylum,Metagenomics,20,#A050DB,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Myxococcota,28016,2.218010409195053,Phylum,Metagenomics,20,#BBEC20,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Nitrospirota,10968,0.868330174473563,Phylum,Metagenomics,20,#16F78E,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Planctomycetota,39211,3.1043120415101093,Phylum,Metagenomics,20,#20419F,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Pseudomonadota,476255,37.70483107621323,Phylum,Metagenomics,20,#59FAB4,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Bacteria:Verrucomicrobiota,13999,1.108292679837291,Phylum,Metagenomics,20,#5BD6A6,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
Other iron-rich / unassigned,Other taxa,26085,2.0651342634156538,Phylum,Metagenomics,20,#D4A373,scripts/final_visual_sync.py,tables/st8_taxonomy_summary_by_group.csv
