domain,n_raw_metagenomes,n_sampling_positions,n_predictors,df_model,df_residual,R2,adjusted_R2,pseudo_F,global_permutation_p,RDA1_eigenvalue,RDA2_eigenvalue,RDA1_constrained_variance_percent,RDA2_constrained_variance_percent,RDA1_axis_permutation_p,RDA2_axis_permutation_p,permutations,seed,variables,community_transformation,predictor_standardization
Bacteria,20,10,6,6,3,0.6706464754765119,0.011939426429535716,1.018125548294663,0.537,0.03765409640125789,0.010884099955812044,73.16105218976237,21.14755846004457,0.338,0.677,999,42,LOI; SiO2; Al2O3; TOT/S; Cu; Pb,Hellinger: square root of pooled position-level relative proportions,"z-score, population standard deviation (ddof=0)"
