,AM.P1.D,AM.P1.R,AM.P2.D,AM.P2.R,TIA.P1.D,TIA.P1.R,TIA.P2.D,TIA.P2.R,TI.P1.D,TI.P1.R,TI.P2.D,TI.P2.R,TI.P3.D,TI.P3.R,TI.P4.D,TI.P4.R,VI.P1.D,VI.P1.R,VI.P2.D,VI.P2.R
M00374 | Dicarboxylate-hydroxybutyrate cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00375 | Hydroxypropionate-hydroxybutylate cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00376 | 3-Hydroxypropionate bi-cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00377 | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00378 | F420 biosynthesis,2,1,1,1,1,1,2,1,2,2,2,2,1,2,0,0,1,2,1,2
M00415 | Fatty acid elongation in endoplasmic reticulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
M00416 | Cytochrome aa3-600 menaquinol oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M00417 | Cytochrome o ubiquinol oxidase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00418 | Toluene degradation, anaerobic, toluene => benzoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00419 | Cymene degradation, p-cymene => p-cumate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00422 | Acetyl-CoA pathway, CO2 => acetyl-CoA",2,1,1,1,0,1,1,0,0,0,2,2,1,1,0,0,1,1,1,2
"M00432 | Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00433 | Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate",1,1,0,1,0,0,0,1,2,0,0,1,2,0,1,1,0,0,2,0
"M00525 | Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00526 | Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine",1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1
"M00527 | Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
"M00528 | Nitrification, ammonia => nitrite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00529 | Denitrification, nitrate => nitrogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00530 | Dissimilatory nitrate reduction, nitrate => ammonia",2,2,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
"M00531 | Assimilatory nitrate reduction, nitrate => ammonia",2,1,1,2,2,0,2,0,2,1,0,2,1,1,1,1,0,1,0,1
M00532 | Photorespiration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00533 | Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00534 | Naphthalene degradation, naphthalene => salicylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00535 | Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1
"M00537 | Xylene degradation, xylene => methylbenzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00538 | Toluene degradation, toluene => benzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00539 | Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00540 | Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00541 | Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00542 | EHEC/EPEC pathogenicity signature, T3SS and effectors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00543 | Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00544 | Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00545 | Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00546 | Purine degradation, xanthine => urea",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00547 | Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00548 | Benzene degradation, benzene => catechol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00549 | Nucleotide sugar biosynthesis, glucose => UDP-glucose",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00550 | Ascorbate degradation, ascorbate => D-xylulose-5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"M00551 | Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00552 | D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"M00554 | Nucleotide sugar biosynthesis, galactose => UDP-galactose",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00555 | Betaine biosynthesis, choline => betaine",2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2
"M00563 | Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00564 | Helicobacter pylori pathogenicity signature, cagA pathogenicity island",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00565 | Trehalose biosynthesis, D-glucose 1P => trehalose",2,2,0,0,2,0,0,1,2,0,1,2,1,2,2,2,0,2,2,1
"M00567 | Methanogenesis, CO2 => methane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00568 | Catechol ortho-cleavage, catechol => 3-oxoadipate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00569 | Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00570 | Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00572 | Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",2,1,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0
"M00573 | Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin",1,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0
"M00574 | Pertussis pathogenicity signature, pertussis toxin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00575 | Pertussis pathogenicity signature, T1SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00576 | ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00577 | Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",2,1,0,1,0,0,1,0,2,1,1,2,2,1,2,2,1,1,0,0
"M00579 | Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00580 | Pentose phosphate pathway, archaea, fructose 6P => ribose 5P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00595 | Thiosulfate oxidation by SOX complex, thiosulfate => sulfate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00596 | Dissimilatory sulfate reduction, sulfate => H2S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00597 | Anoxygenic photosystem II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M00598 | Anoxygenic photosystem I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00608 | 2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"M00609 | Cysteine biosynthesis, methionine => cysteine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00611 | Oxygenic_photosynthesis_in_plants_and_cyanobacteria,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0
M00612 | Anoxygenic_photosynthesis_in_purple_bacteria,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
M00613 | Anoxygenic_photosynthesis_in_green_nonsulfur_bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00614 | Anoxygenic_photosynthesis_in_green_sulfur_bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00615 | Nitrate_assimilation,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
M00616 | Sulfate-sulfur_assimilation,2,2,0,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0,0
M00617 | Methanogen,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0
M00618 | Acetogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00620 | Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
"M00622 | Nicotinate degradation, nicotinate => fumarate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00623 | Phthalate degradation, phthalate => protocatechuate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00624 | Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00625 | Methicillin resistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00627 | beta-Lactam resistance, Bla system",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"M00630 | D-Galacturonate degradation (fungi), D-galacturonate => glycerol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00631 | D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,0,1,0,2
"M00632 | Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"M00633 | Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00636 | Phthalate degradation, phthalate => protocatechuate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00637 | Anthranilate degradation, anthranilate => catechol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00638 | Salicylate degradation, salicylate => gentisate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00639 | Multidrug resistance, efflux pump MexCD-OprJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00641 | Multidrug resistance, efflux pump MexEF-OprN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00642 | Multidrug resistance, efflux pump MexJK-OprM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00643 | Multidrug resistance, efflux pump MexXY-OprM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00649 | Multidrug resistance, efflux pump AdeABC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00651 | Vancomycin resistance, D-Ala-D-Lac type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00652 | Vancomycin resistance, D-Ala-D-Ser type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00660 | Xanthomonas spp. pathogenicity signature, T3SS and effectors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00661 | Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00664 | Nodulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00672 | Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00673 | Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00674 | Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00675 | Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00696 | Multidrug resistance, efflux pump AcrEF-TolC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00697 | Multidrug resistance, efflux pump MdtEF-TolC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00698 | Multidrug resistance, efflux pump BpeEF-OprC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00700 | Multidrug resistance, efflux pump AbcA",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00702 | Multidrug resistance, efflux pump NorB",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00704 | Tetracycline resistance, efflux pump Tet38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00705 | Multidrug resistance, efflux pump MepA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00714 | Multidrug resistance, efflux pump QacA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00718 | Multidrug resistance, efflux pump MexAB-OprM",0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"M00725 | Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00726 | Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00730 | Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00736 | Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00740 | Methylaspartate cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00741 | Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M00744 | Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00745 | Imipenem resistance, repression of porin OprD",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"M00746 | Multidrug resistance, repression of porin OmpF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00761 | Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",1,1,2,2,1,1,1,0,2,2,0,2,1,2,2,1,0,0,2,1
"M00763 | Ornithine biosynthesis, mediated by LysW, glutamate => ornithine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00769 | Multidrug resistance, efflux pump MexPQ-OpmE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00773 | Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00774 | Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00775 | Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00776 | Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00777 | Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00778 | Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00779 | Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00780 | Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00781 | Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00782 | Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00783 | Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00784 | Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00785 | Cycloserine biosynthesis, arginine/serine => cycloserine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00786 | Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00787 | Bacilysin biosynthesis, prephenate => bacilysin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00788 | Terpentecin biosynthesis, GGAP => terpentecin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00789 | Rebeccamycin biosynthesis, tryptophan => rebeccamycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00790 | Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00793 | dTDP-L-rhamnose biosynthesis,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
M00794 | dTDP-6-deoxy-D-allose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00795 | dTDP-beta-L-noviose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00796 | dTDP-D-mycaminose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00797 | dTDP-D-desosamine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00798 | dTDP-L-mycarose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00799 | dTDP-L-oleandrose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00800 | dTDP-L-megosamine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00801 | dTDP-L-olivose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00802 | dTDP-D-forosamine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00803 | dTDP-D-angolosamine biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00804 | Complete nitrification, comammox, ammonia => nitrite => nitrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00805 | Staurosporine biosynthesis, tryptophan => staurosporine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00808 | Violacein biosynthesis, tryptophan => violacein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00810 | Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00811 | Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00814 | Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00815 | Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00819 | Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00823 | Chlortetracycline biosynthesis, pretetramide => chlortetracycline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00824 | 9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00825 | 10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00826 | C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00827 | C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00828 | Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00829 | 3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00830 | Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00831 | Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00832 | Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00833 | Calicheamicin biosynthesis, calicheamicinone => calicheamicin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00834 | Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00835 | Pyocyanine biosynthesis, chorismate => pyocyanine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00836 | Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00837 | Prodigiosin biosynthesis, L-proline => prodigiosin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00838 | Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00840 | Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00841 | Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00842 | Tetrahydrobiopterin biosynthesis, GTP => BH4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"M00843 | L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"M00844 | Arginine biosynthesis, ornithine => arginine",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"M00845 | Arginine biosynthesis, glutamate => acetylcitrulline => arginine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00846 | Siroheme biosynthesis, glutamate => siroheme",1,2,1,2,1,1,1,0,2,1,0,1,1,1,1,2,0,1,2,1
"M00847 | Heme biosynthesis, archaea, siroheme => heme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
