domain,n_raw_metagenomes,n_sampling_positions,n_predictors,df_model,df_residual,R2,adjusted_R2,pseudo_F,global_permutation_p,RDA1_eigenvalue,RDA2_eigenvalue,RDA1_constrained_variance_percent,RDA2_constrained_variance_percent,RDA1_axis_permutation_p,RDA2_axis_permutation_p,permutations,seed,variables,community_transformation,predictor_standardization
Archaea,20,10,6,6,3,0.6057625487634657,-0.18271235370960293,0.7682711863922088,0.698,0.060384516218256246,0.009368118859852998,77.17487391584177,11.972993030607283,0.577,0.909,999,42,LOI; SiO2; Al2O3; TOT/S; Cu; Pb,Hellinger: square root of pooled position-level relative proportions,"z-score, population standard deviation (ddof=0)"
